abbrv,discipline,event,event_id,year,competitor,medal,noc,position
ATH,athletics,"Marathon, men",manual_9,2020,Iván Darío González,,COL,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Manuel Esteban Soto,,COL,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Éider Arévalo,,COL,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Jhon Castañeda,,COL,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,José Montaña,,COL,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Jorge Ruiz,,COL,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Diego Pinzón,,COL,
ATH,athletics,"Marathon, women",manual_21,2020,Angie Orjuela,,COL,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Sandra Galvis,,COL,
ATH,athletics,"Javelin Throw, women",manual_26,2020,María Lucelly Murillo,,COL,
ATH,athletics,"Heptathlon, women",manual_27,2020,Evelis Aguilar,,COL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Roberto Terán,,COL,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Fadane Hamadi,,COM,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Noelia Vargas,,CRC,
TTN,Table Tennis,"Team, Men",manual_54,2020,Croatia (CRO),,CRO,
ATH,athletics,"Shot Put, Men",manual_13,2020,Filip Mihaljević,,CRO,
ATH,athletics,"Marathon, women",manual_21,2020,Matea Parlov Koštro,,CRO,
ATH,athletics,"Marathon, women",manual_21,2020,Bojana Bjeljac,,CRO,
ATH,athletics,"High Jump, women",manual_23,2020,Ana Šimić,,CRO,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Sara Kolak,,CRO,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Lidy – Leila (CUB),,CUB,
ATH,athletics,"Triple Jump, men",manual_12,2020,Cristian Nápoles,,CUB,
ATH,athletics,"Triple Jump, men",manual_12,2020,Andy Díaz,,CUB,
ATH,athletics,"400 metres, women",manual_16,2020,Roxana Gómez,,CUB,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Zurian Hechavarría, Rose Mary Almanza, Sahily Diago, Lisneidy Veitía",,CUB,
ATH,athletics,"Pole Vault, women",manual_24,2020,Yarisley Silva,,CUB,
ATH,athletics,"Heptathlon, women",manual_27,2020,Yorgelis Rodríguez,,CUB,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Milan Trajkovic,,CYP,
ATH,athletics,"400 metres, women",manual_16,2020,Eleni Artymata,,CYP,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Perušič – Schweiner (CZE),,CZE,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Hermannová – Sluková (CZE),,CZE,
ATH,athletics,"200 metres, men",manual_2,2020,Jan Jirka,,CZE,
ATH,athletics,"400 metres, men",manual_3,2020,Pavel Maslák,,CZE,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Patrik Šorm, Pavel Maslák, Michal Desenský, Vít Müller",,CZE,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Vít Hlaváč,,CZE,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Lukáš Gdula,,CZE,
ATH,athletics,"Shot Put, Men",manual_13,2020,Tomáš Staněk,,CZE,
ATH,athletics,"Decathlon, men",manual_15,2020,Adam Helcelet,,CZE,
ATH,athletics,"Decathlon, men",manual_15,2020,Jiří Sýkora,,CZE,
ATH,athletics,"400 metres, women",manual_16,2020,Lada Vondrová,,CZE,
ATH,athletics,"1,500 metres, women",manual_17,2020,Kristiina Mäki,,CZE,
ATH,athletics,"1,500 metres, women",manual_17,2020,Diana Mezulianikova,,CZE,
ATH,athletics,"1,500 metres, women",manual_17,2020,Simona Vrzalová,,CZE,
ATH,athletics,"Marathon, women",manual_21,2020,Marcela Joglová,,CZE,
ATH,athletics,"Marathon, women",manual_21,2020,Tereza Hrochová,,CZE,
ATH,athletics,"Marathon, women",manual_21,2020,Eva Vrabcová-Nývltová,,CZE,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Tereza Ďurdiaková,,CZE,
ATH,athletics,"Pole Vault, women",manual_24,2020,Romana Maláčová,,CZE,
ATH,athletics,"Shot Put, women",manual_25,2020,Marketa Cervenkova,,CZE,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Barbora Špotáková,,CZE,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Nikola Ogrodníková,,CZE,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Irena Gillarová,,CZE,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Aleš Opatrný,,CZE,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Anna Kellnerová,,CZE,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Kamil Papoušek,,CZE,
BAS,Basketball,"Basketball, Men",manual_62,2020,Czech Republic,,CZE,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Simon Hansen, Tazana Kamanga-Dyrbak, Kojo Musah, Frederik Schou-Nielsen",,DEN,
ATH,athletics,"Marathon, men",manual_9,2020,Abdi Hakin Ulad,,DEN,
ATH,athletics,"Marathon, men",manual_9,2020,Thijs Nijhuis,,DEN,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Mathilde Kramer, Astrid Glenner-Frandsen, Emma Beiter Bomme, Ida Karstoft",,DEN,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Andreas Schou,,DEN,
ATH,athletics,"1,500 metres, men",manual_4,2020,Ayanleh Souleiman,,DJI,
ATH,athletics,"1,500 metres, women",manual_17,2020,Souhra Ali Mohamed,,DJI,
ATH,athletics,"200 metres, men",manual_2,2020,Yancarlos Martinez,,DOM,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Hector Florentino,,DOM,
ATH,athletics,"1,500 metres, men",manual_4,2020,Felisberto de Deus,,TLS,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Brian Pintado,,ECU,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,David Hurtado,,ECU,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Jordy Jiménez,,ECU,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Andrés Chocho,,ECU,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Jhonatan Amores,,ECU,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Claudio Villanueva,,ECU,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Marizol Landázuri, Gabriela Anahí Suárez, Yuliana Angulo, Ángela Gabriela Tenorio",,ECU,
ATH,athletics,"Marathon, women",manual_21,2020,Rosa Chacha,,ECU,
ATH,athletics,"Marathon, women",manual_21,2020,Andrea Bonilla,,ECU,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Paola Pérez,,ECU,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Karla Jaramillo,,ECU,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Glenda Morejón,,ECU,
TTN,Table Tennis,"Team, Men",manual_54,2020,Egypt (EGY),,EGY,
ATH,athletics,"Shot Put, Men",manual_13,2020,Mostafa Amr Hassan,,EGY,
ATH,athletics,"Shot Put, Men",manual_13,2020,Mohamed Magdi Hamza,,EGY,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Ihab Abdelrahman,,EGY,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Mouda Zeyada,,EGY,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Nayel Nassar,,EGY,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Abdel Said,,EGY,
ATH,athletics,"200 metres, men",manual_2,2020,José Andres Salazar,,ESA,
ATH,athletics,"1,500 metres, men",manual_4,2020,Benjamín Enzema,,GEQ,
ATH,athletics,"Marathon, men",manual_9,2020,Goitom Kifle,,ERI,
ATH,athletics,"Marathon, men",manual_9,2020,Yohanes Ghebregergis,,ERI,
ATH,athletics,"Marathon, men",manual_9,2020,Oqbe Kibrom Ruesom,,ERI,
ATH,athletics,"10,000 metres, women",manual_18,2020,Dolshi Tesfu,,ERI,
ATH,athletics,"Marathon, women",manual_21,2020,Nazret Weldu,,ERI,
ATH,athletics,"Marathon, women",manual_21,2020,Kokob Tesfagaber Solomon,,ERI,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Herrera – Gavira (ESP),,ESP,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Liliana – Baquerizo (ESP),,ESP,
ATH,athletics,"Marathon, men",manual_9,2020,Tiidrek Nurme,,EST,
ATH,athletics,"Marathon, men",manual_9,2020,Roman Fosti,,EST,
ATH,athletics,"Decathlon, men",manual_15,2020,Johannes Erm,,EST,
ATH,athletics,"Decathlon, men",manual_15,2020,Maicel Uibo,,EST,
ATH,athletics,"Decathlon, men",manual_15,2020,Karel Tilga,,EST,
ATH,athletics,"200 metres, men",manual_2,2020,Sibusiso Matsenjwa,,SWZ,
ATH,athletics,"1,500 metres, men",manual_4,2020,Samuel Zeleke,,ETH,
ATH,athletics,"1,500 metres, men",manual_4,2020,Teddese Lemi,,ETH,
ATH,athletics,"1,500 metres, men",manual_4,2020,Samuel Tefera,,ETH,
ATH,athletics,"5,000 metres, men",manual_5,2020,Milkesa Mengesha,,ETH,
ATH,athletics,"5,000 metres, men",manual_5,2020,Getnet Wale,,ETH,
ATH,athletics,"5,000 metres, men",manual_5,2020,Nibret Melak,,ETH,
ATH,athletics,"Marathon, men",manual_9,2020,Lelisa Desisa,,ETH,
ATH,athletics,"Marathon, men",manual_9,2020,Sisay Lemma,,ETH,
ATH,athletics,"Marathon, men",manual_9,2020,Shura Kitata,,ETH,
ATH,athletics,"1,500 metres, women",manual_17,2020,Freweyni Hailu,,ETH,
ATH,athletics,"1,500 metres, women",manual_17,2020,Lemlem Hailu,,ETH,
ATH,athletics,"1,500 metres, women",manual_17,2020,Diribe Welteji,,ETH,
ATH,athletics,"10,000 metres, women",manual_18,2020,Tsigie Gebreselama,,ETH,
ATH,athletics,"10,000 metres, women",manual_18,2020,Tsehay Gemechu,,ETH,
ATH,athletics,"Marathon, women",manual_21,2020,Roza Dereje,,ETH,
ATH,athletics,"Marathon, women",manual_21,2020,Birhane Dibaba,,ETH,
ATH,athletics,"Marathon, women",manual_21,2020,Zeineba Yimer,,ETH,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Yehualeye Beletew,,ETH,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Elmo Lakka,,FIN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Aku Partanen,,FIN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Jarkko Kinnunen,,FIN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Aleksi Ojala,,FIN,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Lassi Etelätalo,,FIN,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Oliver Helander,,FIN,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Toni Kuusela,,FIN,
ATH,athletics,"1,500 metres, women",manual_17,2020,Sara Kuivisto,,FIN,
ATH,athletics,"High Jump, women",manual_23,2020,Ella Junnila,,FIN,
ATH,athletics,"Pole Vault, women",manual_24,2020,Wilma Murto,,FIN,
ATH,athletics,"Pole Vault, women",manual_24,2020,Elina Lampela,,FIN,
ATH,athletics,"Heptathlon, women",manual_27,2020,Maria Huntington,,FIN,
TTN,Table Tennis,"Team, Men",manual_54,2020,France (FRA),,FRA,
ATH,athletics,"1,500 metres, men",manual_4,2020,Azeddine Habz,,FRA,
ATH,athletics,"1,500 metres, men",manual_4,2020,Baptiste Mischler,,FRA,
ATH,athletics,"1,500 metres, men",manual_4,2020,Alexis Miellet,,FRA,
ATH,athletics,"5,000 metres, men",manual_5,2020,Jimmy Gressier,,FRA,
ATH,athletics,"5,000 metres, men",manual_5,2020,Hugo Hay,,FRA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Pascal Martinot-Lagarde,,FRA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Aurel Manga,,FRA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Wilhem Belocian,,FRA,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Mouhamadou Fall, Jimmy Vicaut, Méba-Mickaël Zeze, Ryan Zeze",,FRA,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Thomas Jordier, Muhammad Abdallah Kounta, Ludovic Ouceni, Gilles Biron",,FRA,
ATH,athletics,"Marathon, men",manual_9,2020,Nicolas Navarro,,FRA,
ATH,athletics,"Marathon, men",manual_9,2020,Morhad Amdouni,,FRA,
ATH,athletics,"Marathon, men",manual_9,2020,Hassan Chahdi,,FRA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Kévin Campion,,FRA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Gabriel Bordier,,FRA,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Yohann Diniz,,FRA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Melvin Raffin,,FRA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Benjamin Compaoré,,FRA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Jean-Marc Pontvianne,,FRA,
ATH,athletics,"400 metres, women",manual_16,2020,Amandine Brossier,,FRA,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Carolle Zahi, Orlann Ombissa-Dzangue, Gémima Joseph, Cynthia Leduc",,FRA,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Sokhna Lacoste, Amandine Brossier, Brigitte Ntiamoah, Floria Gueï",,FRA,
ATH,athletics,"Marathon, women",manual_21,2020,Susan Jeptooo Kipsang,,FRA,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Clara Copponi
Marie Le Net",,FRA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Nicolas Delmotte,,FRA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Mathieu Billot,,FRA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Pénélope Leprevost,,FRA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Lasha Gulelauri,,GEO,
ATH,athletics,"Shot Put, Men",manual_13,2020,Giorgi Mujaridze,,GEO,
ATH,athletics,"Shot Put, women",manual_25,2020,Sopo Shatirishvili,,GEO,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Thole – Wickler (GER),,GER,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Kozuch – Ludwig (GER),,GER,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Sude – Borger (GER),,GER,
ATH,athletics,"200 metres, men",manual_2,2020,Steven Müller,,GER,
ATH,athletics,"400 metres, men",manual_3,2020,Marvin Schlegel,,GER,
ATH,athletics,"1,500 metres, men",manual_4,2020,Robert Farken,,GER,
ATH,athletics,"1,500 metres, men",manual_4,2020,Amos Bartelsmeyer,,GER,
ATH,athletics,"5,000 metres, men",manual_5,2020,Mohamed Mohumed,,GER,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Gregor Traber,,GER,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Julian Reus, Joshua Hartmann, Deniz Almas, Lucas Ansah-Peprah",,GER,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Marvin Schlegel, Luke Campbell, Jean Paul Bredau, Manuel Sanders",,GER,
ATH,athletics,"Marathon, men",manual_9,2020,Richard Ringer,,GER,
ATH,athletics,"Marathon, men",manual_9,2020,Amanal Petros,,GER,
ATH,athletics,"Marathon, men",manual_9,2020,Hendrik Pfeiffer,,GER,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Christopher Linke,,GER,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Leo Kopp,,GER,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Nils Brembach,,GER,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Carl Dohmann,,GER,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Nathaniel Seiler,,GER,
ATH,athletics,"Triple Jump, men",manual_12,2020,Max Heß,,GER,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Julian Weber,,GER,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Johannes Vetter,,GER,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Bernhard Seifert,,GER,
ATH,athletics,"Decathlon, men",manual_15,2020,Kai Kazmirek,,GER,
ATH,athletics,"Decathlon, men",manual_15,2020,Niklas Kaul,,GER,
ATH,athletics,"400 metres, women",manual_16,2020,Corinna Schwab,,GER,
ATH,athletics,"1,500 metres, women",manual_17,2020,Caterina Granz,,GER,
ATH,athletics,"1,500 metres, women",manual_17,2020,Hanna Klein,,GER,
ATH,athletics,"10,000 metres, women",manual_18,2020,Konstanze Klosterhalfen,,GER,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Rebekka Haase, Alexandra Burghardt, Tatjana Pinto, Gina Lückenkemper",,GER,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Corinna Schwab, Carolina Krafzik, Laura Müller, Ruth Spelmeyer",,GER,
ATH,athletics,"Marathon, women",manual_21,2020,Melat Yisak Kejeta,,GER,
ATH,athletics,"Marathon, women",manual_21,2020,Deborah Schöneborn,,GER,
ATH,athletics,"Marathon, women",manual_21,2020,Katharina Steinruck,,GER,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Saskia Feige,,GER,
ATH,athletics,"High Jump, women",manual_23,2020,Marie-Laurence Jungfleisch,,GER,
ATH,athletics,"High Jump, women",manual_23,2020,Imke Onnen,,GER,
ATH,athletics,"Shot Put, women",manual_25,2020,Sara Gambetta,,GER,
ATH,athletics,"Shot Put, women",manual_25,2020,Christina Schwanitz,,GER,
ATH,athletics,"Shot Put, women",manual_25,2020,Katharina Maisch,,GER,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Christin Hussong,,GER,
ATH,athletics,"Heptathlon, women",manual_27,2020,Carolin Schäfer,,GER,
ATH,athletics,"Heptathlon, women",manual_27,2020,Vanessa Grimm,,GER,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Roger Kluge
Theo Reinhardt",,GER,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Franziska Brauße
Lisa Klein",,GER,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Daniel Deusser,,GER,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,André Thieme,,GER,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Christian Kukuk,,GER,
HOK,Hockey,"Hockey, Women",manual_51,2020,Germany,,GER,
BAS,Basketball,"Basketball, Men",manual_62,2020,Germany,,GER,
ATH,athletics,"200 metres, men",manual_2,2020,Joseph Paul Amoah,,GHA,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Sean Safo-Antwi, Benjamin Azamati-Kwaku, Emmanuel Yeboah, Joseph Amoah",,GHA,
ATH,athletics,"200 metres, men",manual_2,2020,Nethaneel Mitchell-Blake,,GBR,
ATH,athletics,"200 metres, men",manual_2,2020,Adam Gemili,,GBR,
ATH,athletics,"1,500 metres, men",manual_4,2020,Jake Heyward,,GBR,
ATH,athletics,"1,500 metres, men",manual_4,2020,Jake Wightman,,GBR,
ATH,athletics,"5,000 metres, men",manual_5,2020,Andrew Butchart,,GBR,
ATH,athletics,"5,000 metres, men",manual_5,2020,Marc Scott,,GBR,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Andrew Pozzi,,GBR,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,David King,,GBR,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Cameron Chalmers, Joe Brier, Lee Thompson, Michael Ohioze",,GBR,
ATH,athletics,"Marathon, men",manual_9,2020,Chris Thompson,,GBR,
ATH,athletics,"Marathon, men",manual_9,2020,Ben Connor,,GBR,
ATH,athletics,"Marathon, men",manual_9,2020,Callum Hawkins,,GBR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Callum Wilkinson,,GBR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Tom Bosworth,,GBR,
ATH,athletics,"Triple Jump, men",manual_12,2020,Ben Williams,,GBR,
ATH,athletics,"Shot Put, Men",manual_13,2020,Scott Lincoln,,GBR,
ATH,athletics,"400 metres, women",manual_16,2020,Jodie Williams,,GBR,
ATH,athletics,"400 metres, women",manual_16,2020,Ama Pipi,,GBR,
ATH,athletics,"400 metres, women",manual_16,2020,Nicole Yeargin,,GBR,
ATH,athletics,"1,500 metres, women",manual_17,2020,Katie Snowden,,GBR,
ATH,athletics,"1,500 metres, women",manual_17,2020,Revee Walcott-Nolan,,GBR,
ATH,athletics,"10,000 metres, women",manual_18,2020,Eilish McColgan,,GBR,
ATH,athletics,"10,000 metres, women",manual_18,2020,Jessica Judd,,GBR,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Ama Pipi, Jodie Williams, Emily Diamond, Nicole Yeargin",,GBR,
ATH,athletics,"Marathon, women",manual_21,2020,Stephanie Davis,,GBR,
ATH,athletics,"Marathon, women",manual_21,2020,Stephanie Twell,,GBR,
ATH,athletics,"Marathon, women",manual_21,2020,Jess Piasecki,,GBR,
ATH,athletics,"High Jump, women",manual_23,2020,Morgan Lake,,GBR,
ATH,athletics,"High Jump, women",manual_23,2020,Emily Borthwick,,GBR,
ATH,athletics,"Shot Put, women",manual_25,2020,Sophie McKinna,,GBR,
ATH,athletics,"Heptathlon, women",manual_27,2020,Katarina Johnson-Thompson,,GBR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Scott Brash,,GBR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Harry Charles,,GBR,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Konstantinos Douvalidis,,GRE,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Alexandros Papamichail,,GRE,
ATH,athletics,"Triple Jump, men",manual_12,2020,Dimitrios Tsiamis,,GRE,
ATH,athletics,"400 metres, women",manual_16,2020,Irini Vasiliou,,GRE,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Antigoni Drisbioti,,GRE,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Kiriaki Filtisakou,,GRE,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Panagiota Tsinopoulou,,GRE,
ATH,athletics,"Pole Vault, women",manual_24,2020,Katerina Stefanidi,,GRE,
ATH,athletics,"Pole Vault, women",manual_24,2020,Nikoleta Kyriakopoulou,,GRE,
ATH,athletics,"Pole Vault, women",manual_24,2020,Eleni-Klaoudia Polak,,GRE,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Anderson Peters,,GRN,
ATH,athletics,"Decathlon, men",manual_15,2020,Lindon Victor,,GRN,
ATH,athletics,"400 metres, women",manual_16,2020,Meleni Rodney,,GRN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Luis Grijalva,,GUA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,José Oswaldo Calel,,GUA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,José Ortiz,,GUA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,José Alejandro Barrondo,,GUA,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Bernardo Barrondo,,GUA,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Luis Ángel Sánchez,,GUA,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Érick Bernabé Barrondo,,GUA,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Mirna Ortiz,,GUA,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Mayra Herrera,,GUA,
ATH,athletics,"400 metres, women",manual_16,2020,Aliyah Abrams,,GUY,
TTN,Table Tennis,"Team, Men",manual_54,2020,Hong Kong (HKG),,HKG,
ATH,athletics,"Marathon, men",manual_9,2020,Iván Zarco,,HON,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Chan Chung Wang,,HKG,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Ching Siu Nga,,HKG,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Pang Yao
Leung Bo Yee",,HKG,
ATH,athletics,"1,500 metres, men",manual_4,2020,István Szögi,,HUN,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Valdó Szűcs,,HUN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Máté Helebrandt,,HUN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Bence Venyercsán,,HUN,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Norbert Rivasz-Tóth,,HUN,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Barbara Kovács,,HUN,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Viktória Madarász,,HUN,
ATH,athletics,"Shot Put, women",manual_25,2020,Anita Marton,,HUN,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Réka Szilágyi,,HUN,
ATH,athletics,"Heptathlon, women",manual_27,2020,Xénia Krizsán,,HUN,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Muhammed Anas, Noah Nirmal Tom, Amoj Jacob, Arokia Rajiv",,IND,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Sandeep Kumar,,IND,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Rahul Rohilla,,IND,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Irfan Kolothum Thodi,,IND,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Gurpreet Singh,,IND,
ATH,athletics,"Shot Put, Men",manual_13,2020,Tajinderpal Singh Toor,,IND,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Shivpal Singh,,IND,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Priyanka Goswami,,IND,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Bhawna Jat,,IND,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Annu Rani,,IND,
HOK,Hockey,"Hockey, Women",manual_51,2020,India,,IND,
BAS,Basketball,"Basketball, Men",manual_62,2020,Iran,,IRI,
ATH,athletics,"400 metres, men",manual_3,2020,Taha Hussein Yaseen,,IRQ,
ATH,athletics,"200 metres, men",manual_2,2020,Leon Reid,,IRL,
ATH,athletics,"200 metres, men",manual_2,2020,Marcus Lawler,,IRL,
ATH,athletics,"1,500 metres, men",manual_4,2020,Andrew Coscoran,,IRL,
ATH,athletics,"Marathon, men",manual_9,2020,Kevin Seaward,,IRL,
ATH,athletics,"Marathon, men",manual_9,2020,Paul Pollock,,IRL,
ATH,athletics,"Marathon, men",manual_9,2020,Stephen Scullion,,IRL,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,David Kenny,,IRL,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Brendan Boyce,,IRL,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Alex Wright,,IRL,
ATH,athletics,"400 metres, women",manual_16,2020,Phil Healy,,IRL,
ATH,athletics,"1,500 metres, women",manual_17,2020,Sarah Healy,,IRL,
ATH,athletics,"1,500 metres, women",manual_17,2020,Ciara Mageean,,IRL,
ATH,athletics,"Marathon, women",manual_21,2020,Fionnuala McCormack,,IRL,
ATH,athletics,"Marathon, women",manual_21,2020,Aoife Cooke,,IRL,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Mark Downey
Felix English",,IRL,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Emily Kay
Shannon McCurley",,IRL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Cian O'Connor,,IRL,
