date,month,value,year,series
1993-08-01,August,66.4,1993,Meat
1993-09-01,September,66.3,1993,Meat
1993-10-01,October,65.5,1993,Meat
1993-11-01,November,65.1,1993,Meat
1993-12-01,December,65.1,1993,Meat
1994-01-01,January,65.4,1994,Meat
1994-02-01,February,65.6,1994,Meat
1994-03-01,March,65.7,1994,Meat
1994-04-01,April,66.2,1994,Meat
1994-05-01,May,66.2,1994,Meat
1994-06-01,June,66.2,1994,Meat
1994-07-01,July,65.3,1994,Meat
1994-08-01,August,64.9,1994,Meat
1994-09-01,September,64.2,1994,Meat
1994-10-01,October,64.1,1994,Meat
1994-11-01,November,63.7,1994,Meat
1994-12-01,December,64.2,1994,Meat
1995-01-01,January,64.6,1995,Meat
1995-02-01,February,65.1,1995,Meat
1995-03-01,March,65.1,1995,Meat
1995-04-01,April,64.6,1995,Meat
1995-05-01,May,66.0,1995,Meat
1995-06-01,June,66.4,1995,Meat
1995-07-01,July,66.2,1995,Meat
1995-08-01,August,66.3,1995,Meat
1995-09-01,September,66.6,1995,Meat
1995-10-01,October,66.2,1995,Meat
1995-11-01,November,66.1,1995,Meat
1995-12-01,December,66.5,1995,Meat
1996-01-01,January,67.2,1996,Meat
1996-02-01,February,68.0,1996,Meat
1996-03-01,March,68.4,1996,Meat
1996-04-01,April,70.0,1996,Meat
1996-05-01,May,70.8,1996,Meat
1996-06-01,June,71.3,1996,Meat
1996-07-01,July,71.0,1996,Meat
1996-08-01,August,71.9,1996,Meat
1996-09-01,September,71.5,1996,Meat
1996-10-01,October,71.2,1996,Meat
1996-11-01,November,70.3,1996,Meat
1996-12-01,December,70.6,1996,Meat
1997-01-01,January,70.9,1997,Meat
1997-02-01,February,70.9,1997,Meat
1997-03-01,March,69.9,1997,Meat
1997-04-01,April,70.7,1997,Meat
1997-05-01,May,71.3,1997,Meat
1997-06-01,June,71.0,1997,Meat
1997-07-01,July,70.6,1997,Meat
1997-08-01,August,70.3,1997,Meat
1997-09-01,September,70.6,1997,Meat
1997-10-01,October,70.0,1997,Meat
1997-11-01,November,69.8,1997,Meat
1997-12-01,December,68.3,1997,Meat
1998-01-01,January,69.0,1998,Meat
1998-02-01,February,68.7,1998,Meat
1998-03-01,March,67.7,1998,Meat
1998-04-01,April,68.1,1998,Meat
1998-05-01,May,68.4,1998,Meat
1998-06-01,June,68.1,1998,Meat
1998-07-01,July,68.5,1998,Meat
1998-08-01,August,68.1,1998,Meat
1998-09-01,September,67.9,1998,Meat
1998-10-01,October,67.5,1998,Meat
1998-11-01,November,66.8,1998,Meat
1998-12-01,December,67.1,1998,Meat
1999-01-01,January,67.9,1999,Meat
1999-02-01,February,67.4,1999,Meat
1999-03-01,March,67.3,1999,Meat
1999-04-01,April,67.5,1999,Meat
1999-05-01,May,68.1,1999,Meat
1999-06-01,June,68.5,1999,Meat
1999-07-01,July,68.6,1999,Meat
1999-08-01,August,68.5,1999,Meat
1999-09-01,September,67.9,1999,Meat
1999-10-01,October,67.2,1999,Meat
1999-11-01,November,67.6,1999,Meat
1999-12-01,December,67.8,1999,Meat
2000-01-01,January,68.1,2000,Meat
2000-02-01,February,68.6,2000,Meat
2000-03-01,March,68.0,2000,Meat
2000-04-01,April,67.6,2000,Meat
2000-05-01,May,68.3,2000,Meat
2000-06-01,June,68.3,2000,Meat
2000-07-01,July,68.4,2000,Meat
2000-08-01,August,68.6,2000,Meat
2000-09-01,September,68.3,2000,Meat
2000-10-01,October,68.2,2000,Meat
2000-11-01,November,67.9,2000,Meat
2000-12-01,December,67.5,2000,Meat
2001-01-01,January,68.7,2001,Meat
2001-02-01,February,68.8,2001,Meat
2001-03-01,March,72.1,2001,Meat
2001-04-01,April,71.3,2001,Meat
2001-05-01,May,71.8,2001,Meat
2001-06-01,June,72.2,2001,Meat
2001-07-01,July,71.8,2001,Meat
2001-08-01,August,71.7,2001,Meat
2001-09-01,September,71.2,2001,Meat
2001-10-01,October,71.3,2001,Meat
2001-11-01,November,71.0,2001,Meat
2001-12-01,December,70.9,2001,Meat
2002-01-01,January,70.9,2002,Meat
2002-02-01,February,71.5,2002,Meat
2002-03-01,March,71.2,2002,Meat
2002-04-01,April,71.2,2002,Meat
2002-05-01,May,71.6,2002,Meat
2002-06-01,June,71.5,2002,Meat
2002-07-01,July,71.6,2002,Meat
2002-08-01,August,71.7,2002,Meat
2002-09-01,September,71.7,2002,Meat
2002-10-01,October,71.0,2002,Meat
2002-11-01,November,71.1,2002,Meat
2002-12-01,December,71.2,2002,Meat
2003-01-01,January,70.9,2003,Meat
2003-02-01,February,71.1,2003,Meat
2003-03-01,March,71.1,2003,Meat
2003-04-01,April,71.1,2003,Meat
2003-05-01,May,71.4,2003,Meat
2003-06-01,June,71.0,2003,Meat
2003-07-01,July,71.5,2003,Meat
2003-08-01,August,71.3,2003,Meat
2003-09-01,September,71.8,2003,Meat
2003-10-01,October,71.8,2003,Meat
2003-11-01,November,71.9,2003,Meat
2003-12-01,December,72.4,2003,Meat
2004-01-01,January,72.8,2004,Meat
2004-02-01,February,73.2,2004,Meat
2004-03-01,March,73.4,2004,Meat
2004-04-01,April,72.9,2004,Meat
2004-05-01,May,72.9,2004,Meat
2004-06-01,June,72.0,2004,Meat
2004-07-01,July,72.4,2004,Meat
2004-08-01,August,72.4,2004,Meat
2004-09-01,September,72.3,2004,Meat
2004-10-01,October,72.0,2004,Meat
2004-11-01,November,72.4,2004,Meat
2004-12-01,December,73.0,2004,Meat
2005-01-01,January,72.7,2005,Meat
2005-02-01,February,73.1,2005,Meat
2005-03-01,March,73.1,2005,Meat
2005-04-01,April,72.7,2005,Meat
2005-05-01,May,73.2,2005,Meat
2005-06-01,June,73.2,2005,Meat
2005-07-01,July,72.9,2005,Meat
2005-08-01,August,73.2,2005,Meat
2005-09-01,September,73.2,2005,Meat
2005-10-01,October,72.8,2005,Meat
2005-11-01,November,73.9,2005,Meat
2005-12-01,December,73.6,2005,Meat
2006-01-01,January,73.4,2006,Meat
2006-02-01,February,73.6,2006,Meat
2006-03-01,March,72.7,2006,Meat
2006-04-01,April,73.0,2006,Meat
2006-05-01,May,73.9,2006,Meat
2006-06-01,June,74.3,2006,Meat
2006-07-01,July,75.1,2006,Meat
2006-08-01,August,75.5,2006,Meat
2006-09-01,September,75.1,2006,Meat
2006-10-01,October,75.7,2006,Meat
2006-11-01,November,75.8,2006,Meat
2006-12-01,December,76.2,2006,Meat
2007-01-01,January,75.7,2007,Meat
2007-02-01,February,76.2,2007,Meat
2007-03-01,March,76.4,2007,Meat
2007-04-01,April,76.2,2007,Meat
2007-05-01,May,75.5,2007,Meat
2007-06-01,June,76.3,2007,Meat
2007-07-01,July,75.0,2007,Meat
2007-08-01,August,75.2,2007,Meat
2007-09-01,September,74.6,2007,Meat
2007-10-01,October,76.6,2007,Meat
2007-11-01,November,76.8,2007,Meat
2007-12-01,December,77.4,2007,Meat
2008-01-01,January,77.1,2008,Meat
2008-02-01,February,77.8,2008,Meat
2008-03-01,March,78.1,2008,Meat
2008-04-01,April,79.3,2008,Meat
2008-05-01,May,82.2,2008,Meat
2008-06-01,June,84.8,2008,Meat
2008-07-01,July,87.2,2008,Meat
2008-08-01,August,88.1,2008,Meat
2008-09-01,September,88.9,2008,Meat
2008-10-01,October,87.6,2008,Meat
2008-11-01,November,87.6,2008,Meat
2008-12-01,December,89.1,2008,Meat
2009-01-01,January,88.2,2009,Meat
2009-02-01,February,89.6,2009,Meat
2009-03-01,March,89.6,2009,Meat
2009-04-01,April,89.1,2009,Meat
2009-05-01,May,90.4,2009,Meat
2009-06-01,June,90.6,2009,Meat
2009-07-01,July,90.2,2009,Meat
2009-08-01,August,89.8,2009,Meat
2009-09-01,September,88.7,2009,Meat
2009-10-01,October,89.3,2009,Meat
2009-11-01,November,88.9,2009,Meat
2009-12-01,December,89.8,2009,Meat
2010-01-01,January,88.9,2010,Meat
2010-02-01,February,90.1,2010,Meat
2010-03-01,March,90.0,2010,Meat
2010-04-01,April,90.3,2010,Meat
2010-05-01,May,89.7,2010,Meat
2010-06-01,June,89.4,2010,Meat
2010-07-01,July,90.1,2010,Meat
2010-08-01,August,90.2,2010,Meat
2010-09-01,September,90.6,2010,Meat
2010-10-01,October,90.5,2010,Meat
2010-11-01,November,91.4,2010,Meat
2010-12-01,December,92.8,2010,Meat
2011-01-01,January,92.4,2011,Meat
2011-02-01,February,93.8,2011,Meat
2011-03-01,March,92.9,2011,Meat
2011-04-01,April,93.4,2011,Meat
2011-05-01,May,94.4,2011,Meat
2011-06-01,June,95.8,2011,Meat
2011-07-01,July,96.1,2011,Meat
2011-08-01,August,96.7,2011,Meat
2011-09-01,September,96.4,2011,Meat
2011-10-01,October,95.7,2011,Meat
2011-11-01,November,97.3,2011,Meat
2011-12-01,December,97.6,2011,Meat
2012-01-01,January,97.7,2012,Meat
2012-02-01,February,97.9,2012,Meat
2012-03-01,March,98.6,2012,Meat
2012-04-01,April,98.2,2012,Meat
2012-05-01,May,99.0,2012,Meat
2012-06-01,June,98.5,2012,Meat
2012-07-01,July,98.3,2012,Meat
2012-08-01,August,98.2,2012,Meat
2012-09-01,September,98.6,2012,Meat
2012-10-01,October,98.9,2012,Meat
2012-11-01,November,99.7,2012,Meat
2012-12-01,December,101.6,2012,Meat
2013-01-01,January,100.8,2013,Meat
2013-02-01,February,101.9,2013,Meat
2013-03-01,March,101.0,2013,Meat
2013-04-01,April,101.4,2013,Meat
2013-05-01,May,101.7,2013,Meat
2013-06-01,June,102.4,2013,Meat
2013-07-01,July,103.1,2013,Meat
2013-08-01,August,103.1,2013,Meat
2013-09-01,September,103.7,2013,Meat
2013-10-01,October,104.0,2013,Meat
2013-11-01,November,103.8,2013,Meat
2013-12-01,December,104.1,2013,Meat
2014-01-01,January,103.5,2014,Meat
2014-02-01,February,104.2,2014,Meat
2014-03-01,March,104.2,2014,Meat
2014-04-01,April,104.0,2014,Meat
2014-05-01,May,102.9,2014,Meat
2014-06-01,June,103.0,2014,Meat
2014-07-01,July,103.1,2014,Meat
2014-08-01,August,103.2,2014,Meat
2014-09-01,September,103.6,2014,Meat
2014-10-01,October,102.4,2014,Meat
2014-11-01,November,101.7,2014,Meat
2014-12-01,December,102.2,2014,Meat
2015-01-01,January,101.7,2015,Meat
2015-02-01,February,101.8,2015,Meat
2015-03-01,March,101.1,2015,Meat
2015-04-01,April,101.1,2015,Meat
2015-05-01,May,100.4,2015,Meat
2015-06-01,June,100.4,2015,Meat
2015-07-01,July,100.5,2015,Meat
2015-08-01,August,99.4,2015,Meat
2015-09-01,September,99.8,2015,Meat
2015-10-01,October,98.0,2015,Meat
2015-11-01,November,97.8,2015,Meat
2015-12-01,December,98.1,2015,Meat
2016-01-01,January,97.8,2016,Meat
2016-02-01,February,97.4,2016,Meat
2016-03-01,March,96.7,2016,Meat
2016-04-01,April,96.1,2016,Meat
2016-05-01,May,95.2,2016,Meat
2016-06-01,June,96.3,2016,Meat
2016-07-01,July,95.0,2016,Meat
2016-08-01,August,95.4,2016,Meat
2016-09-01,September,95.3,2016,Meat
2016-10-01,October,94.8,2016,Meat
2016-11-01,November,95.0,2016,Meat
2016-12-01,December,95.9,2016,Meat
2017-01-01,January,96.2,2017,Meat
2017-02-01,February,96.6,2017,Meat
2017-03-01,March,96.7,2017,Meat
2017-04-01,April,97.5,2017,Meat
2017-05-01,May,97.2,2017,Meat
2017-06-01,June,97.6,2017,Meat
2017-07-01,July,97.1,2017,Meat
2017-08-01,August,97.0,2017,Meat
2017-09-01,September,98.3,2017,Meat
2017-10-01,October,98.5,2017,Meat
2017-11-01,November,98.6,2017,Meat
2017-12-01,December,99.9,2017,Meat
2018-01-01,January,99.0,2018,Meat
2018-02-01,February,99.2,2018,Meat
2018-03-01,March,99.8,2018,Meat
2018-04-01,April,99.5,2018,Meat
2018-05-01,May,98.9,2018,Meat
2018-06-01,June,98.4,2018,Meat
2018-07-01,July,98.6,2018,Meat
2018-08-01,August,98.4,2018,Meat
2018-09-01,September,98.0,2018,Meat
2018-10-01,October,97.4,2018,Meat
2018-11-01,November,97.3,2018,Meat
2018-12-01,December,98.1,2018,Meat
2019-01-01,January,98.4,2019,Meat
2019-02-01,February,98.0,2019,Meat
2019-03-01,March,97.9,2019,Meat
2019-04-01,April,97.6,2019,Meat
2019-05-01,May,97.9,2019,Meat
2019-06-01,June,98.2,2019,Meat
2019-07-01,July,97.9,2019,Meat
2019-08-01,August,98.8,2019,Meat
2019-09-01,September,98.7,2019,Meat
2019-10-01,October,98.0,2019,Meat
2019-11-01,November,99.0,2019,Meat
2019-12-01,December,99.8,2019,Meat
2020-01-01,January,100.2,2020,Meat
2020-02-01,February,100.3,2020,Meat
2020-03-01,March,99.9,2020,Meat
2020-04-01,April,100.4,2020,Meat
2020-05-01,May,100.6,2020,Meat
2020-06-01,June,100.9,2020,Meat
2020-07-01,July,100.1,2020,Meat
2020-08-01,August,100.6,2020,Meat
2020-09-01,September,100.3,2020,Meat
2020-10-01,October,99.8,2020,Meat
2020-11-01,November,99.1,2020,Meat
2020-12-01,December,98.4,2020,Meat
2021-01-01,January,99.3,2021,Meat
2021-02-01,February,98.7,2021,Meat
2021-03-01,March,98.7,2021,Meat
2021-04-01,April,98.6,2021,Meat
2021-05-01,May,97.9,2021,Meat
2021-06-01,June,99.3,2021,Meat
2021-07-01,July,99.1,2021,Meat
2021-08-01,August,99.9,2021,Meat
2021-09-01,September,99.5,2021,Meat
2021-10-01,October,100.4,2021,Meat
2021-11-01,November,100.7,2021,Meat
2021-12-01,December,102.8,2021,Meat
2022-01-01,January,103.1,2022,Meat
2022-02-01,February,103.8,2022,Meat
2022-03-01,March,104.2,2022,Meat
2022-04-01,April,106.2,2022,Meat
2022-05-01,May,107.5,2022,Meat
2022-06-01,June,110.3,2022,Meat
2022-07-01,July,112.1,2022,Meat
2022-08-01,August,113.1,2022,Meat
2022-09-01,September,114.7,2022,Meat
2022-10-01,October,116.1,2022,Meat
2022-11-01,November,117.3,2022,Meat
2022-12-01,December,118.7,2022,Meat
2023-01-01,January,118.6,2023,Meat
2023-02-01,February,120.7,2023,Meat
2023-03-01,March,122.4,2023,Meat
2023-04-01,April,124.5,2023,Meat
2023-05-01,May,125.0,2023,Meat
2023-06-01,June,125.7,2023,Meat
2023-07-01,July,126.3,2023,Meat
2023-08-01,August,126.6,2023,Meat
2023-09-01,September,126.8,2023,Meat
1988-01-01,January,43.3,1988,Fish
1988-02-01,February,43.7,1988,Fish
1988-03-01,March,43.1,1988,Fish
1988-04-01,April,43.2,1988,Fish
1988-05-01,May,42.8,1988,Fish
1988-06-01,June,42.9,1988,Fish
1988-07-01,July,42.8,1988,Fish
1988-08-01,August,42.5,1988,Fish
1988-09-01,September,42.8,1988,Fish
1988-10-01,October,42.6,1988,Fish
1988-11-01,November,42.6,1988,Fish
1988-12-01,December,42.9,1988,Fish
1989-01-01,January,43.7,1989,Fish
1989-02-01,February,44.0,1989,Fish
1989-03-01,March,43.7,1989,Fish
1989-04-01,April,43.8,1989,Fish
1989-05-01,May,43.8,1989,Fish
1989-06-01,June,43.9,1989,Fish
1989-07-01,July,44.1,1989,Fish
1989-08-01,August,44.1,1989,Fish
1989-09-01,September,44.2,1989,Fish
1989-10-01,October,44.7,1989,Fish
1989-11-01,November,44.5,1989,Fish
1989-12-01,December,44.2,1989,Fish
1990-01-01,January,45.8,1990,Fish
1990-02-01,February,46.8,1990,Fish
1990-03-01,March,46.8,1990,Fish
1990-04-01,April,47.3,1990,Fish
1990-05-01,May,47.9,1990,Fish
1990-06-01,June,48.3,1990,Fish
1990-07-01,July,49.1,1990,Fish
1990-08-01,August,49.2,1990,Fish
1990-09-01,September,49.5,1990,Fish
1990-10-01,October,50.4,1990,Fish
1990-11-01,November,50.6,1990,Fish
1990-12-01,December,50.4,1990,Fish
1991-01-01,January,51.2,1991,Fish
1991-02-01,February,51.0,1991,Fish
1991-03-01,March,51.0,1991,Fish
1991-04-01,April,51.8,1991,Fish
1991-05-01,May,51.3,1991,Fish
1991-06-01,June,51.9,1991,Fish
1991-07-01,July,51.7,1991,Fish
1991-08-01,August,52.7,1991,Fish
1991-09-01,September,52.5,1991,Fish
1991-10-01,October,52.9,1991,Fish
1991-11-01,November,52.4,1991,Fish
1991-12-01,December,52.0,1991,Fish
1992-01-01,January,52.5,1992,Fish
1992-02-01,February,52.1,1992,Fish
1992-03-01,March,51.7,1992,Fish
1992-04-01,April,51.0,1992,Fish
1992-05-01,May,51.7,1992,Fish
1992-06-01,June,51.2,1992,Fish
1992-07-01,July,52.0,1992,Fish
1992-08-01,August,52.1,1992,Fish
1992-09-01,September,52.5,1992,Fish
1992-10-01,October,53.1,1992,Fish
1992-11-01,November,53.2,1992,Fish
1992-12-01,December,53.1,1992,Fish
1993-01-01,January,53.7,1993,Fish
1993-02-01,February,53.5,1993,Fish
1993-03-01,March,52.3,1993,Fish
1993-04-01,April,51.0,1993,Fish
1993-05-01,May,51.2,1993,Fish
1993-06-01,June,50.8,1993,Fish
1993-07-01,July,51.2,1993,Fish
1993-08-01,August,50.9,1993,Fish
1993-09-01,September,51.5,1993,Fish
1993-10-01,October,51.7,1993,Fish
1993-11-01,November,51.0,1993,Fish
1993-12-01,December,50.8,1993,Fish
1994-01-01,January,51.0,1994,Fish
1994-02-01,February,50.6,1994,Fish
1994-03-01,March,50.7,1994,Fish
1994-04-01,April,50.8,1994,Fish
1994-05-01,May,50.3,1994,Fish
1994-06-01,June,50.1,1994,Fish
1994-07-01,July,50.4,1994,Fish
1994-08-01,August,50.2,1994,Fish
1994-09-01,September,49.9,1994,Fish
1994-10-01,October,50.1,1994,Fish
1994-11-01,November,50.5,1994,Fish
1994-12-01,December,49.8,1994,Fish
1995-01-01,January,49.6,1995,Fish
1995-02-01,February,50.2,1995,Fish
1995-03-01,March,50.1,1995,Fish
1995-04-01,April,50.7,1995,Fish
1995-05-01,May,50.0,1995,Fish
1995-06-01,June,50.0,1995,Fish
1995-07-01,July,50.4,1995,Fish
1995-08-01,August,50.6,1995,Fish
1995-09-01,September,50.8,1995,Fish
1995-10-01,October,50.5,1995,Fish
1995-11-01,November,51.0,1995,Fish
1995-12-01,December,51.1,1995,Fish
1996-01-01,January,51.7,1996,Fish
1996-02-01,February,51.4,1996,Fish
1996-03-01,March,50.1,1996,Fish
1996-04-01,April,49.5,1996,Fish
1996-05-01,May,50.3,1996,Fish
1996-06-01,June,51.2,1996,Fish
1996-07-01,July,51.3,1996,Fish
1996-08-01,August,50.2,1996,Fish
1996-09-01,September,50.2,1996,Fish
1996-10-01,October,49.2,1996,Fish
1996-11-01,November,50.2,1996,Fish
1996-12-01,December,49.7,1996,Fish
1997-01-01,January,50.2,1997,Fish
1997-02-01,February,51.7,1997,Fish
1997-03-01,March,50.2,1997,Fish
1997-04-01,April,50.1,1997,Fish
1997-05-01,May,49.7,1997,Fish
1997-06-01,June,50.7,1997,Fish
1997-07-01,July,50.7,1997,Fish
1997-08-01,August,51.4,1997,Fish
1997-09-01,September,52.1,1997,Fish
1997-10-01,October,52.5,1997,Fish
1997-11-01,November,52.5,1997,Fish
1997-12-01,December,52.5,1997,Fish
1998-01-01,January,52.6,1998,Fish
1998-02-01,February,51.7,1998,Fish
1998-03-01,March,52.7,1998,Fish
1998-04-01,April,53.1,1998,Fish
1998-05-01,May,53.9,1998,Fish
1998-06-01,June,54.7,1998,Fish
1998-07-01,July,55.9,1998,Fish
1998-08-01,August,56.3,1998,Fish
1998-09-01,September,57.7,1998,Fish
1998-10-01,October,58.7,1998,Fish
1998-11-01,November,58.8,1998,Fish
1998-12-01,December,59.3,1998,Fish
1999-01-01,January,58.8,1999,Fish
1999-02-01,February,60.6,1999,Fish
1999-03-01,March,60.6,1999,Fish
1999-04-01,April,60.7,1999,Fish
1999-05-01,May,60.3,1999,Fish
1999-06-01,June,60.0,1999,Fish
1999-07-01,July,60.6,1999,Fish
1999-08-01,August,60.3,1999,Fish
1999-09-01,September,61.4,1999,Fish
1999-10-01,October,60.8,1999,Fish
1999-11-01,November,60.6,1999,Fish
1999-12-01,December,60.6,1999,Fish
2000-01-01,January,60.6,2000,Fish
2000-02-01,February,61.4,2000,Fish
2000-03-01,March,61.6,2000,Fish
2000-04-01,April,61.3,2000,Fish
2000-05-01,May,61.4,2000,Fish
2000-06-01,June,61.7,2000,Fish
2000-07-01,July,62.2,2000,Fish
2000-08-01,August,61.8,2000,Fish
2000-09-01,September,61.8,2000,Fish
2000-10-01,October,62.2,2000,Fish
2000-11-01,November,62.7,2000,Fish
2000-12-01,December,62.4,2000,Fish
2001-01-01,January,61.5,2001,Fish
2001-02-01,February,62.6,2001,Fish
2001-03-01,March,62.5,2001,Fish
2001-04-01,April,61.8,2001,Fish
2001-05-01,May,62.8,2001,Fish
2001-06-01,June,63.1,2001,Fish
2001-07-01,July,63.0,2001,Fish
2001-08-01,August,63.2,2001,Fish
2001-09-01,September,63.7,2001,Fish
2001-10-01,October,63.3,2001,Fish
2001-11-01,November,64.2,2001,Fish
2001-12-01,December,63.5,2001,Fish
2002-01-01,January,64.8,2002,Fish
2002-02-01,February,64.3,2002,Fish
2002-03-01,March,63.5,2002,Fish
2002-04-01,April,64.8,2002,Fish
2002-05-01,May,64.4,2002,Fish
2002-06-01,June,64.8,2002,Fish
2002-07-01,July,65.3,2002,Fish
2002-08-01,August,64.3,2002,Fish
2002-09-01,September,64.9,2002,Fish
2002-10-01,October,65.2,2002,Fish
2002-11-01,November,65.3,2002,Fish
2002-12-01,December,64.9,2002,Fish
2003-01-01,January,64.6,2003,Fish
2003-02-01,February,64.3,2003,Fish
2003-03-01,March,64.1,2003,Fish
2003-04-01,April,63.4,2003,Fish
2003-05-01,May,64.4,2003,Fish
2003-06-01,June,63.4,2003,Fish
2003-07-01,July,63.9,2003,Fish
2003-08-01,August,63.3,2003,Fish
2003-09-01,September,64.7,2003,Fish
2003-10-01,October,63.0,2003,Fish
2003-11-01,November,63.2,2003,Fish
2003-12-01,December,63.7,2003,Fish
2004-01-01,January,62.9,2004,Fish
2004-02-01,February,62.4,2004,Fish
2004-03-01,March,63.2,2004,Fish
2004-04-01,April,63.7,2004,Fish
2004-05-01,May,62.2,2004,Fish
2004-06-01,June,63.1,2004,Fish
2004-07-01,July,62.8,2004,Fish
2004-08-01,August,61.8,2004,Fish
2004-09-01,September,62.6,2004,Fish
2004-10-01,October,62.8,2004,Fish
2004-11-01,November,62.5,2004,Fish
2004-12-01,December,63.1,2004,Fish
2005-01-01,January,63.0,2005,Fish
2005-02-01,February,62.3,2005,Fish
2005-03-01,March,63.3,2005,Fish
2005-04-01,April,63.4,2005,Fish
2005-05-01,May,63.9,2005,Fish
2005-06-01,June,63.4,2005,Fish
2005-07-01,July,63.7,2005,Fish
2005-08-01,August,63.7,2005,Fish
2005-09-01,September,64.0,2005,Fish
2005-10-01,October,64.6,2005,Fish
2005-11-01,November,64.7,2005,Fish
2005-12-01,December,65.3,2005,Fish
2006-01-01,January,65.4,2006,Fish
2006-02-01,February,65.9,2006,Fish
2006-03-01,March,65.7,2006,Fish
2006-04-01,April,66.3,2006,Fish
2006-05-01,May,65.6,2006,Fish
2006-06-01,June,67.6,2006,Fish
2006-07-01,July,69.5,2006,Fish
2006-08-01,August,70.7,2006,Fish
2006-09-01,September,71.1,2006,Fish
2006-10-01,October,72.5,2006,Fish
2006-11-01,November,72.1,2006,Fish
2006-12-01,December,73.3,2006,Fish
2007-01-01,January,72.5,2007,Fish
2007-02-01,February,74.3,2007,Fish
2007-03-01,March,74.0,2007,Fish
2007-04-01,April,74.1,2007,Fish
2007-05-01,May,73.9,2007,Fish
2007-06-01,June,75.1,2007,Fish
2007-07-01,July,73.9,2007,Fish
2007-08-01,August,74.4,2007,Fish
2007-09-01,September,74.8,2007,Fish
2007-10-01,October,76.3,2007,Fish
2007-11-01,November,76.4,2007,Fish
2007-12-01,December,75.3,2007,Fish
2008-01-01,January,76.4,2008,Fish
2008-02-01,February,75.8,2008,Fish
2008-03-01,March,74.4,2008,Fish
2008-04-01,April,77.5,2008,Fish
2008-05-01,May,78.9,2008,Fish
2008-06-01,June,76.3,2008,Fish
2008-07-01,July,77.6,2008,Fish
2008-08-01,August,80.0,2008,Fish
2008-09-01,September,80.4,2008,Fish
2008-10-01,October,80.9,2008,Fish
2008-11-01,November,81.4,2008,Fish
2008-12-01,December,80.0,2008,Fish
2009-01-01,January,80.3,2009,Fish
2009-02-01,February,80.6,2009,Fish
2009-03-01,March,79.8,2009,Fish
2009-04-01,April,81.4,2009,Fish
2009-05-01,May,81.7,2009,Fish
2009-06-01,June,80.6,2009,Fish
2009-07-01,July,81.9,2009,Fish
2009-08-01,August,82.3,2009,Fish
2009-09-01,September,81.4,2009,Fish
2009-10-01,October,81.1,2009,Fish
2009-11-01,November,81.1,2009,Fish
2009-12-01,December,82.1,2009,Fish
2010-01-01,January,83.4,2010,Fish
2010-02-01,February,83.3,2010,Fish
2010-03-01,March,82.1,2010,Fish
2010-04-01,April,85.4,2010,Fish
2010-05-01,May,84.8,2010,Fish
2010-06-01,June,85.4,2010,Fish
2010-07-01,July,88.3,2010,Fish
2010-08-01,August,89.2,2010,Fish
2010-09-01,September,88.7,2010,Fish
2010-10-01,October,88.4,2010,Fish
2010-11-01,November,89.8,2010,Fish
2010-12-01,December,89.5,2010,Fish
2011-01-01,January,91.7,2011,Fish
2011-02-01,February,92.8,2011,Fish
2011-03-01,March,93.2,2011,Fish
2011-04-01,April,91.2,2011,Fish
2011-05-01,May,94.5,2011,Fish
2011-06-01,June,95.8,2011,Fish
2011-07-01,July,94.4,2011,Fish
2011-08-01,August,94.7,2011,Fish
2011-09-01,September,96.0,2011,Fish
2011-10-01,October,97.3,2011,Fish
2011-11-01,November,97.2,2011,Fish
2011-12-01,December,95.2,2011,Fish
2012-01-01,January,96.7,2012,Fish
2012-02-01,February,97.7,2012,Fish
2012-03-01,March,97.6,2012,Fish
2012-04-01,April,98.0,2012,Fish
2012-05-01,May,99.1,2012,Fish
2012-06-01,June,96.2,2012,Fish
2012-07-01,July,96.2,2012,Fish
2012-08-01,August,98.6,2012,Fish
2012-09-01,September,97.9,2012,Fish
2012-10-01,October,99.8,2012,Fish
2012-11-01,November,98.0,2012,Fish
2012-12-01,December,98.7,2012,Fish
2013-01-01,January,99.9,2013,Fish
2013-02-01,February,99.2,2013,Fish
2013-03-01,March,98.9,2013,Fish
2013-04-01,April,98.2,2013,Fish
2013-05-01,May,99.9,2013,Fish
2013-06-01,June,100.2,2013,Fish
2013-07-01,July,99.5,2013,Fish
2013-08-01,August,102.8,2013,Fish
2013-09-01,September,100.7,2013,Fish
2013-10-01,October,104.7,2013,Fish
2013-11-01,November,104.9,2013,Fish
2013-12-01,December,103.8,2013,Fish
2014-01-01,January,103.1,2014,Fish
2014-02-01,February,105.3,2014,Fish
2014-03-01,March,104.2,2014,Fish
2014-04-01,April,100.7,2014,Fish
2014-05-01,May,104.1,2014,Fish
2014-06-01,June,102.2,2014,Fish
2014-07-01,July,105.1,2014,Fish
2014-08-01,August,104.7,2014,Fish
2014-09-01,September,101.0,2014,Fish
2014-10-01,October,104.3,2014,Fish
2014-11-01,November,105.0,2014,Fish
2014-12-01,December,104.0,2014,Fish
2015-01-01,January,104.2,2015,Fish
2015-02-01,February,103.9,2015,Fish
2015-03-01,March,101.9,2015,Fish
2015-04-01,April,98.8,2015,Fish
2015-05-01,May,99.9,2015,Fish
2015-06-01,June,100.0,2015,Fish
2015-07-01,July,99.8,2015,Fish
2015-08-01,August,99.0,2015,Fish
2015-09-01,September,98.6,2015,Fish
2015-10-01,October,97.6,2015,Fish
2015-11-01,November,97.3,2015,Fish
2015-12-01,December,98.9,2015,Fish
2016-01-01,January,97.2,2016,Fish
