"Constituency_Name","ID","Region","Country","ElectorateSize","Votes_CON","VoteShare_CON","Votes_GREEN","VoteShare_GREEN","Votes_LAB","VoteShare_LAB","Votes_LIBDEM","VoteShare_LIBDEM","Votes_REFORM","VoteShare_REFORM","Votes_IND","VoteShare_IND","Votes_OTH","VoteShare_OTH","Votes_UKIP","VoteShare_UKIP","Votes_SNP","VoteShare_SNP","Votes_PC","VoteShare_PC","Votes_APNI","VoteShare_APNI","Votes_DUP","VoteShare_DUP","Votes_SDLP","VoteShare_SDLP","Votes_SF","VoteShare_SF","Votes_UUP","VoteShare_UUP","Votes_TUV","VoteShare_TUV","GE_ElectionYear","TotalVotes","PartyNameWinner","PartyNameRunnerUp","WinMargin","Turnout","ShareMuslimReligion","Constituency","Region_or_Country","Cand_Conservative","Cand_Labour","Cand_LiberalDemocrats","Cand_ReformUK","Cand_Green","Cand_SNP","Cand_PlaidCymru","IncumbentLabour","IncumbentConservative","IncumbentLabourCand","IncumbentConservativeCand","VoteShare_Sans_C_L","gss_code","Leave.preds","Remain.preds","LeavePct","RemainPct"
"Gainsborough","E14001243","East Midlands","England",74750,16636,0.3563,1832,0.0392,13104,0.2807,5001,0.1071,9916,0.2124,0,0,196,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46685,"CON","LAB",0.0756,0.624548494983278,0.0040353513593039,"GAINSBOROUGH","East Midlands","Edward Leigh","Jess McGuire","Lesley Rollings","Pat O'Connor","Vanessa Smith",NA,NA,0,1,NA,1,0.00429999999999992,"E14001243",33847,20906,0.618176172995087,0.381823827004913
"Gateshead Central and Whickham","E14001244","North East","England",70994,4628,0.1151,3217,0.08,18245,0.4537,4987,0.124,8601,0.2139,0,0,539,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40217,"LAB","REFORM",0.2398,0.566484491647181,0.0285078542047298,"GATESHEAD CENTRAL AND WHICKHAM","North East","Nick Oliver","Mark Ferguson","Ron Beadle","Damian Heslop","Rachel Cabral",NA,NA,1,0,0,NA,0.0133,"E14001244",29736.8031374087,24760.4367047456,0.545657050220127,0.454342949779873
"Gedling","E14001245","East Midlands","England",75795,11397,0.2339,3122,0.0641,23278,0.4778,2473,0.0508,8211,0.1685,241,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48722,"LAB","CON",0.2439,0.642812850451877,0.0234686507504625,"GEDLING","East Midlands","Tom Randall","Michael Payne","Tad Jones","Simon Christy","Dominic Berry",NA,NA,0,1,NA,1,0.00489999999999999,"E14001245",32531.0176761337,24876.0203581011,0.566672986276243,0.433327013723757
"Gillingham and Rainham","E14001246","South East","England",73951,11590,0.2817,2318,0.0563,15562,0.3783,2248,0.0546,8792,0.2137,344,0.0084,286,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41140,"LAB","CON",0.0966,0.556314316236427,0.0295333496213046,"GILLINGHAM AND RAINHAM","South East","Rehman Chishti","Naushabah Khan","Stuart Bourne","Rizvi Rawoof","Kate Belmonte",NA,NA,0,1,NA,1,0.0154,"E14001246",33815.8511935221,19280.378479061,0.636878576916796,0.363121423083204
"Glasgow East","S14000084","Scotland","Scotland",69748,1707,0.0482,2727,0.0769,15543,0.4385,872,0.0246,2371,0.0669,0,0,466,0.0131,0,0,11759,0.3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,35445,"LAB","SNP",0.1067,0.508186614669955,NA,"GLASGOW EAST","Scotland","Thomas Kerr","John Grady","Matthew Clark","Donnie McLeod",NA,"David Linden",NA,0,0,NA,NA,0.3449,"S14000084",13167.6715231876,21350.3469304973,0.381472405226723,0.618527594773277
"Glasgow North","S14000085","Scotland","Scotland",73210,1366,0.0393,4233,0.1219,14655,0.4219,1142,0.0329,1655,0.0476,0,0,572,0.0165,0,0,11116,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,34739,"LAB","SNP",0.1019,0.474511678732414,NA,"GLASGOW NORTH","Scotland","Naveed Asghar","Martin Rhodes","Daniel O'Malley","Helen Burns",NA,"Alison Thewliss",NA,0,0,NA,NA,0.3364,"S14000085",19128.4506831365,25054.9243264618,0.432933217052365,0.567066782947635
"Glasgow North East","S14000086","Scotland","Scotland",75236,1182,0.0347,2471,0.0725,15639,0.4587,592,0.0174,2272,0.0666,0,0,933,0.0274,0,0,11002,0.3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,34091,"LAB","SNP",0.136,0.453120846403318,NA,"GLASGOW NORTH EAST","Scotland","Robert Connelly","Maureen Burke","Sheila Thomson","Jonathan Walmsley",NA,"Anne McLaughlin",NA,0,0,NA,NA,0.3501,"S14000086",15041.6127269292,23194.9875189615,0.393382587107643,0.606617412892357
"Glasgow South","S14000087","Scotland","Scotland",71344,1617,0.0382,5554,0.1311,17696,0.4176,1316,0.0311,1736,0.041,0,0,917,0.0217,0,0,13542,0.3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42378,"LAB","SNP",0.098,0.593995290423862,NA,"GLASGOW SOUTH","Scotland","Haroun Malik","Gordon McKee","Peter McLaughlin","Danny Raja",NA,"Stewart McDonald",NA,0,0,NA,NA,0.341,"S14000087",10745.990258291,34081.6212378978,0.239718108987462,0.760281891012538
"Glasgow South West","S14000088","Scotland","Scotland",70431,1387,0.0389,2727,0.0765,15552,0.436,958,0.0269,2236,0.0627,0,0,542,0.0152,0,0,12267,0.3439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,35669,"LAB","SNP",0.0921,0.50643892604109,NA,"GLASGOW SOUTH WEST","Scotland","Mamun Rashid","Zubir Ahmed","Paul McGarry","Morag McRae",NA,"Chris Stephens",NA,0,0,NA,NA,0.359,"S14000088",11738.0251294244,24819.4609419979,0.321084034785429,0.678915965214571
"Glasgow West","S14000089","Scotland","Scotland",72449,1720,0.0431,3662,0.0918,18621,0.4667,1316,0.033,2098,0.0526,0,0,310,0.0078,0,0,12175,0.3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,39902,"LAB","SNP",0.1616,0.550759844856382,NA,"GLASGOW WEST","Scotland","Faten Hameed","Patricia Fergusonh","James Calder","Dionne Moore",NA,"Carol Monaghan",NA,0,0,NA,NA,0.3128,"S14000089",11485.1589032592,35119.2438102333,0.246439354107077,0.753560645892923
"Glastonbury and Somerton","E14001247","South West","England",70015,13753,0.2887,2736,0.0574,3111,0.0653,20364,0.4274,7678,0.1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47642,"LIBDEM","CON",0.1387,0.680454188388202,0.00332735279725982,"GLASTONBURY AND SOMERTON","South West","Faye Purbrick","Hal Hooberman","Sarah Dyke","Tom Carter","Jon Cousins",NA,NA,0,0,NA,NA,0,"E14001247",28319.266955111,25046.3180414636,0.530665352153991,0.469334647846009
"Glenrothes and Mid Fife","S14000090","Scotland","Scotland",69734,1973,0.0546,0,0,15994,0.4426,1604,0.0444,3528,0.0976,0,0,0,0,0,0,13040,0.3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36139,"LAB","SNP",0.0818,0.518240743396335,NA,"GLENROTHES AND MID FIFE","Scotland","Debbie MacCallum","Richard Baker","Jill Reilly","Ian Smith",NA,"John Beare",NA,0,0,NA,NA,0.3608,"S14000090",18982.3785642253,21120.253289156,0.473344957349097,0.526655042650903
"Gloucester","E14001248","South West","England",76695,13041,0.2854,2307,0.0505,16472,0.3605,4759,0.1042,7307,0.1599,336,0.0074,1470,0.0322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45692,"LAB","CON",0.0751,0.595762435621618,0.051104296059583,"GLOUCESTER","South West","Richard Graham","Alex McIntyre","Rebecca Trimnell","Chris Farmer","Adam Shearing",NA,NA,0,1,NA,1,0.0395,"E14001248",32387.0162444444,22535.0462838705,0.589690458688572,0.410309541311428
"Godalming and Ash","E14001249","South East","England",71399,23293,0.4259,1243,0.0227,2748,0.0502,22402,0.4096,4815,0.088,0,0,195,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,54696,"CON","LIBDEM",0.0163,0.766061149315817,0.00906735751295336,"GODALMING AND ASH","South East","Jeremy Hunt","James Walsh","Paul Follows","Graham Drage","Steve Williams",NA,NA,0,1,NA,1,0.0035999999999999,"E14001249",26297.772314849,30448.721289671,0.463425502518702,0.536574497481298
"Goole and Pocklington","E14001250","Yorkshire and the Humber","England",76337,18981,0.3816,2451,0.0493,15409,0.3098,3380,0.068,9054,0.182,467,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49742,"CON","LAB",0.0717999999999999,0.651610621323866,0.0063638210006093,"GOOLE AND POCKLINGTON","Yorkshire and The Humber","David Davis","Liam Draycott","Dale Needham","Richard Kelly","Angela Stone",NA,NA,0,1,NA,1,0.00930000000000003,"E14001250",34980.1905196241,23331.2977434636,0.59988505801467,0.40011494198533
"Gordon and Buchan","S14000091","Scotland","Scotland",70238,14418,0.3288,0,0,4686,0.1069,7307,0.1666,3897,0.0889,0,0,0,0,0,0,13540,0.3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43848,"CON","SNP",0.0200000000000001,0.624277456647399,NA,"GORDON AND BUCHAN","Scotland","Harriet Cross","Nurul Hoque Ali","Conrad Wood","Kris Callander",NA,"Richard Thomson",NA,0,0,NA,NA,0.3088,"S14000091",22350.2919637652,26944.0237676225,0.453405055575888,0.546594944424112
"Gorton and Denton","E14001251","North West","England",74306,2888,0.079,4810,0.1316,18555,0.5075,1399,0.0383,5142,0.1406,0,0,3766,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36560,"LAB","REFORM",0.3669,0.492019486986246,0.283790321871233,"GORTON AND DENTON","North West","Ruth Welsh","Andrew Gwynne","John Reid","Lee Moffitt","Amanda Gardner",NA,NA,1,0,1,NA,0.103,"E14001251",23661.4078959323,20639.0267334264,0.534112319526803,0.465887680473197
"Gosport","E14001252","South East","England",73763,17830,0.4027,1948,0.044,11776,0.266,4039,0.0912,7983,0.1803,334,0.0075,367,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44277,"CON","LAB",0.1367,0.600260293100877,0.00524468261881023,"GOSPORT","South East","Caroline Dinenage","Edward Batterbury","Tim Bearder","Matt Mulliss","Tony Sudworth",NA,NA,0,1,NA,1,0.0157999999999999,"E14001252",35690.9930745557,22003.1534498196,0.618624162495871,0.381375837504129
"Gower","W07000097","Wales","Wales",76801,8913,0.1887,2488,0.0527,20480,0.4336,2593,0.0549,8530,0.1806,283,0.006,0,0,0,0,0,0,3942,0.0835,0,0,0,0,0,0,0,0,0,0,0,0,2024,47229,"LAB","CON",0.2449,0.614952930300387,0.0124868846157841,"GOWER","Wales","Marc Jenkins","Tonia Antoniazzi","Franck Banza","Catrin Thomas","Chris Evans",NA,"Kieran Pritchard",1,0,1,NA,0.0895,"W07000097",27379.0491185928,29280.3489496244,0.483221672874618,0.516778327125382
"Grantham and Bourne","E14001253","East Midlands","England",72071,16770,0.3636,2570,0.0557,12274,0.2661,2027,0.0439,9393,0.2036,1642,0.0356,1449,0.0314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46125,"CON","LAB",0.0975,0.639993894909187,0.00574759167813486,"GRANTHAM AND BOURNE","East Midlands","Gareth Davies","Vipul Bechar","John Vincent","Mike Rudkin","Anne Gayfer",NA,NA,0,1,NA,1,0.0671,"E14001253",35849.8654352294,21739.002188115,0.62251381065005,0.37748618934995
"Gravesham","E14001254","South East","England",72866,13911,0.3218,2254,0.0521,16623,0.3845,1534,0.0355,8910,0.2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43232,"LAB","CON",0.0627,0.593308264485494,0.0311377581562406,"GRAVESHAM","South East","Adam Holloway","Lauren Sullivan","Ukonu Obasi","Matthew Fraser Moat","Rebecca Drake Hopkins",NA,NA,0,1,NA,1,2.77555756156289e-17,"E14001254",35643,18876,0.653772079458537,0.346227920541463
"Great Grimsby and Cleethorpes","E14001255","Yorkshire and the Humber","England",77050,8269,0.2258,1115,0.0304,15336,0.4188,1036,0.0283,10533,0.2876,0,0,330,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36619,"LAB","REFORM",0.1312,0.475262816353018,0.0131326669272723,"GREAT GRIMSBY AND CLEETHORPES","Yorkshire and The Humber","Lia Nici","Melanie Onn","John Lawson","Oliver Freeston","Ed Fraser",NA,NA,0,1,NA,1,0.0091,"E14001255",36895.4067880275,15946.3028784957,0.698225076759805,0.301774923240195
"Great Yarmouth","E14001256","Eastern","England",70077,10034,0.2462,1736,0.0426,12959,0.318,1102,0.027,14385,0.353,361,0.0088,171,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40748,"REFORM","LAB",0.035,0.581474663584343,0.00727856032883853,"GREAT YARMOUTH","East of England","James Clark","Keir Cozens","Fionna Tod","Rupert Lowe","Trevor Rawson",NA,NA,0,1,NA,0,0.0132,"E14001256",35844,14284,0.715049473348229,0.284950526651771
"Greenwich and Woolwich","E14001257","London","England",69824,4863,0.1138,5633,0.1319,23999,0.5618,3865,0.0905,3305,0.0774,311,0.0073,743,0.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42719,"LAB","GREEN",0.4299,0.611809692942255,0.0908603157840949,"GREENWICH AND WOOLWICH","London","Jonathan Goff","Matthew Pennycook","Chris Annous","Clinton Wright","Stacy Smith",NA,NA,1,0,1,NA,0.0246,"E14001257",3011.82452920488,9594.61405368468,0.238911609286128,0.761088390713872
"Guildford","E14001258","South East","England",71367,14508,0.3004,2268,0.047,3931,0.0814,22937,0.4749,4395,0.091,0,0,255,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48294,"LIBDEM","CON",0.1745,0.676699314809366,0.0254532946783941,"GUILDFORD","South East","Angela Richardson","Sarah Gillinson","Zöe Franklin","Dennis Saunders","Sam Peters",NA,NA,0,1,NA,1,0.00529999999999993,"E14001258",22170.0314069774,31927.0938080539,0.409819030472571,0.590180969527429
"Hackney North and Stoke Newington","E14001259","London","England",75401,3457,0.0844,9275,0.2264,24355,0.5946,1562,0.0381,1283,0.0313,803,0.0196,224,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40959,"LAB","GREEN",0.3682,0.543215607220063,0.13461902223445,"HACKNEY NORTH AND STOKE NEWINGTON","London","David Landau","Diane Abbott","Rebecca Jones","Deborah Cairns","Antoinette Fernandez",NA,NA,1,0,1,NA,0.0251999999999999,"E14001259",10324.86711357,39086.7419602818,0.208956302113906,0.791043697886094
"Hackney South and Shoreditch","E14001260","London","England",75197,2076,0.0498,9987,0.2395,24724,0.5929,1996,0.0479,1601,0.0384,0,0,1317,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41701,"LAB","GREEN",0.3534,0.554556697740601,0.133387837801811,"HACKNEY SOUTH AND SHOREDITCH","London","Joanna Reeves","Meg Hillier","Theodore Roos","Peter Smorthit","Laura-Louise Fairley",NA,NA,1,0,1,NA,0.0315000000000001,"E14001260",9270.46485216145,33293.0497469651,0.21780308650432,0.78219691349568
"Halesowen","E14001261","West Midlands","England",69907,10659,0.2763,2151,0.0558,15023,0.3894,2261,0.0586,8484,0.2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38578,"LAB","CON",0.1131,0.551847454475231,0.0777804751902555,"HALESOWEN","West Midlands","James Morris","Alex Ballinger","Ryan Priest","","Emma Bullard",NA,NA,0,1,NA,1,5.55111512312578e-17,"E14001261",32869.7906488169,16396.7956573472,0.667182224572039,0.332817775427961
"Halifax","E14001262","Yorkshire and the Humber","England",74563,7866,0.1956,4133,0.1028,14135,0.3515,2359,0.0587,7811,0.1942,1367,0.034,2543,0.0632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40214,"LAB","CON",0.1559,0.539329157893325,0.166446658981891,"HALIFAX","Yorkshire and The Humber","Hazel Sharp","Kate Dearden","Samuel Jackson","James Griffith-Jones","Martin Hey",NA,NA,1,0,0,NA,0.0972,"E14001262",31013.0129106121,20578.2652444762,0.601128989620766,0.398871010379234
"Hamble Valley","E14001263","South East","England",76902,19671,0.3643,2310,0.0428,8753,0.1621,14869,0.2753,8216,0.1521,0,0,185,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,54004,"CON","LIBDEM",0.089,0.702244414969702,0.00567610078253988,"HAMBLE VALLEY","South East","Paul Holmes","Devina Paul","Prad Bains","Caroline Gladwin","Kate Needham",NA,NA,0,1,NA,1,0.0033999999999999,"E14001263",29427.5564036495,28259.3053553647,0.510125798255113,0.489874201744887
"Hamilton and Clyde Valley","S14000092","Scotland","Scotland",74577,4589,0.109,0,0,21020,0.4995,1511,0.0359,3299,0.0784,0,0,0,0,117,0.0028,11548,0.2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42084,"LAB","SNP",0.2251,0.564302667042118,NA,"HAMILTON AND CLYDE VALLEY","Scotland","Richard Nelson","Imogen Walker","Kyle Burns","Lisa Judge",NA,"Ross Clark",NA,0,0,NA,NA,0.2772,"S14000092",17369.185770205,30674.4991919094,0.36152900810797,0.638470991892031
"Hammersmith and Chiswick","E14001264","London","England",74746,8783,0.1908,4468,0.0971,24073,0.5231,4292,0.0933,2929,0.0636,0,0,1476,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46021,"LAB","CON",0.3323,0.61569849891633,0.116079801099458,"HAMMERSMITH AND CHISWICK","London","Andrew Dinsmore","Andy Slaughter","Eraj Rostaqi","Anthony Goodwin","Naranee Ruthra-Rajan",NA,NA,1,0,1,NA,0.0321,"E14001264",16330.1784478681,38207.4395480246,0.299429623954203,0.700570376045797
"Hampstead and Highgate","E14001265","London","England",74222,8462,0.1743,6630,0.1366,23432,0.4826,6181,0.1273,2940,0.0606,373,0.0077,532,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48550,"LAB","CON",0.3083,0.654118724906362,0.115134871544798,"HAMPSTEAD AND HIGHGATE","London","Don Williams","Tulip Siddiq","Scott Emery","Catherine Becker","Lorna Jane Russell",NA,NA,1,0,1,NA,0.0186,"E14001265",12423.3034706087,45528.4127278087,0.214373348807709,0.785626651192291
"Harborough, Oadby and Wigston","E14001266","East Midlands","England",74810,18614,0.3694,4269,0.0847,16236,0.3222,4732,0.0939,6332,0.1257,0,0,203,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50386,"CON","LAB",0.0472,0.673519582943457,0.0682555490913393,"HARBOROUGH, OADBY AND WIGSTON","East Midlands","Neil O'Brien","Hajira Piranie","Phil Knowles","Danuta Jeeves","Darren Woodiwiss",NA,NA,0,1,NA,1,0.00410000000000002,"E14001266",28702.8586662831,26277.7939607268,0.522053800652459,0.477946199347541
"Harlow","E14001267","Eastern","England",73479,13809,0.3185,2267,0.0523,16313,0.3762,1350,0.0311,9461,0.2182,0,0,0,0,157,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43357,"LAB","CON",0.0577,0.590059744961145,0.0353256711877525,"HARLOW","East of England","Hannah Ellis","Chris Vince","Riad Mannan","Malcolm Rider Featherstone","Yasmin Gregory",NA,NA,0,1,NA,0,0.00369999999999998,"E14001267",36568.379305059,18527.9413488021,0.663717265891445,0.336282734108555
"Harpenden and Berkhamsted","E14001268","Eastern","England",71635,16574,0.305,1951,0.0359,4061,0.0747,27282,0.5021,4245,0.0781,0,0,223,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,54336,"LIBDEM","CON",0.1971,0.758511900607245,0.0108792768171545,"HARPENDEN AND BERKHAMSTED","East of England","Nigel Gardner","Zara Layne","Victoria Collins","Saba Poursaeedi","Paul DeHoest",NA,NA,0,1,NA,NA,0.00420000000000008,"E14001268",23895.2425438379,36406.5315130718,0.396261020799932,0.603738979200068
"Harrogate and Knaresborough","E14001269","Yorkshire and the Humber","England",75800,15738,0.3023,1762,0.0338,4153,0.0798,23976,0.4605,5679,0.1091,756,0.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,52064,"LIBDEM","CON",0.1582,0.686860158311346,0.00676256858964852,"HARROGATE AND KNARESBOROUGH","Yorkshire and The Humber","Andrew Jones","Conrad Whitcroft","Tom Gordon","John Swales","Shan Oakes",NA,NA,0,1,NA,1,0.0145,"E14001269",28416.9627895236,31368.1248445804,0.47531857715825,0.52468142284175
"Harrow East","E14001270","London","England",76299,25466,0.533,2006,0.042,13786,0.2885,1511,0.0316,2188,0.0458,2097,0.0439,723,0.0151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47777,"CON","LAB",0.2445,0.626181208141653,0.150839735950165,"HARROW EAST","London","Bob Blackman","Primesh Patel","Reetendra Banerji","Roger Clark","Sebastian Newsam",NA,NA,0,1,NA,1,0.0591,"E14001270",24570.1833267553,25549.2774609996,0.490232395571947,0.509767604428053
"Harrow West","E14001271","London","England",74060,13191,0.2916,2438,0.0539,19833,0.4384,2404,0.0531,2639,0.0583,4736,0.1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45241,"LAB","CON",0.1468,0.610869565217391,0.177732203306071,"HARROW WEST","London","Abbas Merali","Gareth Thomas","Chris Noyce","Michael Beavis","Rupert George",NA,NA,1,0,1,NA,0.1047,"E14001271",22100.1022221865,28925.8903604461,0.43311459716138,0.56688540283862
"Hartlepool","E14001272","North East","England",71228,7767,0.2187,834,0.0235,16414,0.4622,572,0.0161,8716,0.2454,895,0.0252,313,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,35511,"LAB","REFORM",0.2168,0.498553939462009,0.0130549150781021,"HARTLEPOOL","North East","Jill Mortimer","Jonathan Brash","Peter Maughan","Amanda Napper","Jeremy Spyby-Steanson",NA,NA,0,1,NA,1,0.0341,"E14001272",32071,14029,0.695683297180043,0.304316702819957
"Harwich and North Essex","E14001273","Eastern","England",74838,16522,0.3439,2794,0.0582,15360,0.3197,3561,0.0741,9806,0.2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48043,"CON","LAB",0.0242,0.641959966861755,0.00851024796926118,"HARWICH AND NORTH ESSEX","East of England","Bernard Jenkin","Alex Diner","Natalie Sommers","Mark Cole","Andrew Canessa",NA,NA,0,1,NA,1,2.77555756156289e-17,"E14001273",32333.5765128215,22404.8546766704,0.590692422310937,0.409307577689063
"Hastings and Rye","E14001274","South East","England",75581,10481,0.2279,5761,0.1253,19134,0.416,2586,0.0562,7401,0.1609,129,0.0028,498,0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45990,"LAB","CON",0.1881,0.608486259774282,0.0173303940374283,"HASTINGS AND RYE","South East","Sally-Ann Hart","Helena Dollimore","Guy Harris","Lucian Fernando","Becca Horn",NA,NA,0,1,NA,1,0.0137,"E14001274",29748.6045044368,23596.5677858648,0.55766254427948,0.44233745572052
"Havant","E14001275","South East","England",72766,12986,0.3078,2861,0.0678,12894,0.3056,3275,0.0776,9959,0.2361,0,0,211,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42186,"CON","LAB",0.00220000000000004,0.579748783772641,0.00528209768724089,"HAVANT","South East","Alan Mak","Stefanie Harvey","Gayathri Sathyanath","John Perry","Netty Shepherd",NA,NA,0,1,NA,1,0.00509999999999994,"E14001275",32952.6516028414,20419.0779933946,0.617417720057649,0.382582279942351
"Hayes and Harlington","E14001276","London","England",72897,8374,0.2186,2131,0.0556,20405,0.5326,1316,0.0343,4114,0.1074,0,0,1975,0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38315,"LAB","CON",0.314,0.525604620217567,0.199867071781238,"HAYES AND HARLINGTON","London","Dylan Thomas","John McDonnell","Alex Cunliffe","Francoise Thompson","Christine West",NA,NA,1,0,1,NA,0.0515,"E14001276",27136.2591173014,19766.0428701615,0.578569877541512,0.421430122458488
"Hazel Grove","E14001277","North West","England",72941,9011,0.1959,1763,0.0383,10828,0.2354,17328,0.3767,6955,0.1512,0,0,113,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45998,"LIBDEM","LAB",0.1413,0.63061926762726,0.0142283953884754,"HAZEL GROVE","North West","Paul Athans","Claire Vibert","Lisa Smart","John Kelly","Graham Reid",NA,NA,0,0,NA,NA,0.00249999999999995,"E14001277",28951.5212089545,26384.337622865,0.523196383324345,0.476803616675655
"Hemel Hempstead","E14001278","Eastern","England",70496,11987,0.2718,2492,0.0565,16844,0.3819,5096,0.1155,7689,0.1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44108,"LAB","CON",0.1101,0.625680889695869,0.0438124370789127,"HEMEL HEMPSTEAD","East of England","Andrew Williams","David Taylor","Sammy Barry-Mears","Noel Willcox","Sherief Hassan",NA,NA,0,1,NA,0,0,"E14001278",29742.2515518715,23517.0422184885,0.558442469780246,0.441557530219754
"Hendon","E14001279","London","England",71496,15840,0.3839,2667,0.0646,15855,0.3843,1966,0.0477,3038,0.0736,0,0,1890,0.0458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41256,"LAB","CON",0.000399999999999956,0.577039274924471,0.165345724963887,"HENDON","London","Ameet Jogia","David Pinto-Duschinsky","Clareine Enderby","Joshua Leon Pearl","Gabrielle Bailey",NA,NA,0,1,NA,0,0.0459,"E14001279",18770.9006634461,26368.3040019578,0.415844736356924,0.584155263643076
"Henley and Thame","E14001280","South East","England",70626,17637,0.3318,2008,0.0378,3574,0.0672,23904,0.4497,5213,0.0981,306,0.0058,515,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,53157,"LIBDEM","CON",0.1179,0.752654829666129,0.00798908193795601,"HENLEY AND THAME","South East","Caroline Newton","Nanda Manley-Browne","Freddie Van Mierlo","Peter Shields","Jo Robb",NA,NA,0,1,NA,0,0.0154,"E14001280",23269.6412205092,31745.0962860852,0.422971048761615,0.577028951238385
"Hereford and South Herefordshire","E14001281","West Midlands","England",71125,14871,0.3263,3175,0.0697,13592,0.2983,5325,0.1168,8395,0.1842,214,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45572,"CON","LAB",0.028,0.640731107205624,0.00545111613157294,"HEREFORD AND SOUTH HEREFORDSHIRE","West Midlands","Jesse Norman","Joseph Emmett","Dan Powell","Nigel Ely","Diana Toynbee",NA,NA,0,1,NA,1,0.00469999999999993,"E14001281",31125.7259853642,19843.0349332366,0.610682414569058,0.389317585430942
