Year,Country,Value
1963,GRC,1.248581722
1964,GRC,1.361124656
1965,GRC,1.500654381
1966,GRC,1.586366852
1967,GRC,1.662709105
1968,GRC,1.770927972
1969,GRC,1.968505704
1970,GRC,2.132241832
1971,GRC,2.289480324
1972,GRC,2.505753612
1973,GRC,2.696256253
1974,GRC,2.51339383
1975,GRC,2.648439909
1976,GRC,2.786293376
1977,GRC,2.831161123
1978,GRC,2.99721643
1979,GRC,3.057234415
1980,GRC,3.047851777
1981,GRC,2.973713978
1982,GRC,2.921963849
1983,GRC,2.873681247
1984,GRC,2.916891972
1985,GRC,2.978505351
1986,GRC,2.984037554
1987,GRC,2.906896499
1988,GRC,3.020549679
1989,GRC,3.119011447
1990,GRC,3.086192183
1991,GRC,3.14389885
1992,GRC,3.141814471
1993,GRC,3.073412437
1994,GRC,3.119223469
1995,GRC,3.169874204
1996,GRC,3.246263196
1997,GRC,3.375142501
1998,GRC,3.487220849
1999,GRC,3.580612101
2000,GRC,3.705774672
2001,GRC,3.838873239
2002,GRC,3.97487003
2003,GRC,4.195171679
2004,GRC,4.396597745
2005,GRC,4.409988386
2006,GRC,4.645287805
2007,GRC,4.78515668
2008,GRC,4.756474949
2009,GRC,4.539954632
2010,GRC,4.285719017
2011,GRC,3.856449349
2012,GRC,3.602582973
2013,GRC,3.537500461
2014,GRC,3.578083089
2015,GRC,3.594672971
2016,GRC,3.592069544
2017,GRC,3.63848951
2018,GRC,3.706707665
2019,GRC,3.780535002
2020,GRC,3.447524163
2021,GRC,3.758460139
1960,GTM,1
1961,GTM,1.012805928
1962,GTM,1.018282348
1963,GTM,1.083313314
1964,GTM,1.101176721
1965,GTM,1.116911903
1966,GTM,1.145886915
1967,GTM,1.160710492
1968,GTM,1.2291786
1969,GTM,1.254492009
1970,GTM,1.293256394
1971,GTM,1.332644523
1972,GTM,1.396832438
1973,GTM,1.457280594
1974,GTM,1.515054711
1975,GTM,1.510121774
1976,GTM,1.585770749
1977,GTM,1.671567753
1978,GTM,1.71517096
1979,GTM,1.753613537
1980,GTM,1.774719066
1981,GTM,1.74051836
1982,GTM,1.634809504
1983,GTM,1.550089722
1984,GTM,1.515689745
1985,GTM,1.465531
1986,GTM,1.427629536
1987,GTM,1.437860227
1988,GTM,1.453041613
1989,GTM,1.469223957
1990,GTM,1.473946771
1991,GTM,1.487324127
1992,GTM,1.518892238
1993,GTM,1.538787636
1994,GTM,1.561480432
1995,GTM,1.599041678
1996,GTM,1.607252346
1997,GTM,1.638303042
1998,GTM,1.679959394
1999,GTM,1.703736762
2000,GTM,1.722776516
2001,GTM,1.721112863
2002,GTM,1.746592021
2003,GTM,1.752670298
2004,GTM,1.769642511
2005,GTM,1.790045322
2006,GTM,1.848010917
2007,GTM,1.926683494
2008,GTM,1.952147695
2009,GTM,1.924906046
2010,GTM,1.944384072
2011,GTM,1.988828709
2012,GTM,2.011909243
2013,GTM,2.049907018
2014,GTM,2.104309744
2015,GTM,2.153683062
2016,GTM,2.174990864
2017,GTM,2.205781097
2018,GTM,2.244716142
2019,GTM,2.298411393
2020,GTM,2.223805737
2021,GTM,2.365997765
1960,GUY,1
1961,GUY,1.017357564
1962,GUY,1.000987142
1963,GUY,0.855628819
1964,GUY,0.929976169
1965,GUY,1.005475271
1966,GUY,1.037300891
1967,GUY,1.063095286
1968,GUY,1.05704308
1969,GUY,1.114673197
1970,GUY,1.146714171
1971,GUY,1.168094629
1972,GUY,1.116686737
1973,GUY,1.118393899
1974,GUY,1.191747118
1975,GUY,1.27916386
1976,GUY,1.285098477
1977,GUY,1.238329854
1978,GUY,1.204523613
1979,GUY,1.173445829
1980,GUY,1.188125157
1981,GUY,1.203566039
1982,GUY,1.044877045
1983,GUY,0.975490236
1984,GUY,0.929258843
1985,GUY,0.955666308
1986,GUY,0.952189767
1987,GUY,0.966794719
1988,GUY,0.937538189
1989,GUY,0.898017405
1990,GUY,0.877206349
1991,GUY,0.934122254
1992,GUY,1.005371671
1993,GUY,1.084372782
1994,GUY,1.173195224
1995,GUY,1.228710952
1996,GUY,1.323148507
1997,GUY,1.40187698
1998,GUY,1.375631224
1999,GUY,1.413891177
2000,GUY,1.392703188
2001,GUY,1.4230291
2002,GUY,1.438173807
2003,GUY,1.428632231
2004,GUY,1.451230101
2005,GUY,1.424256395
2006,GUY,1.499964821
2007,GUY,1.611754131
2008,GUY,1.645200213
2009,GUY,1.711178754
2010,GUY,1.789919291
2011,GUY,1.892294189
2012,GUY,1.992844807
2013,GUY,2.056107627
2014,GUY,2.080488915
2015,GUY,2.083927987
2016,GUY,2.151723291
2017,GUY,2.219896439
2018,GUY,2.252774978
2019,GUY,2.33402021
2020,GUY,3.355357187
2021,GUY,3.991565878
1960,HND,1
1961,HND,0.989373965
1962,HND,1.016518453
1963,HND,1.022802042
1964,HND,1.047358884
1965,HND,1.109237711
1966,HND,1.135281993
1967,HND,1.168679454
1968,HND,1.2099393
1969,HND,1.182524913
1970,HND,1.189578857
1971,HND,1.200540436
1972,HND,1.231696656
1973,HND,1.289078994
1974,HND,1.236790365
1975,HND,1.225973974
1976,HND,1.312793453
1977,HND,1.40434444
1978,HND,1.442340332
1979,HND,1.476523088
1980,HND,1.440058873
1981,HND,1.379467927
1982,HND,1.310511033
1983,HND,1.283346905
1984,HND,1.324803481
1985,HND,1.359227705
1986,HND,1.391141613
1987,HND,1.441925835
1988,HND,1.426455248
1989,HND,1.424939207
1990,HND,1.42426794
1991,HND,1.338929107
1992,HND,1.380953893
1993,HND,1.429971878
1994,HND,1.393432925
1995,HND,1.438974137
1996,HND,1.425738306
1997,HND,1.450624396
1998,HND,1.463538853
1999,HND,1.414906816
2000,HND,1.47716855
2001,HND,1.477198684
2002,HND,1.49291136
2003,HND,1.521357345
2004,HND,1.576438251
2005,HND,1.631774661
2006,HND,1.698392235
2007,HND,1.762696833
2008,HND,1.79707636
2009,HND,1.716196748
2010,HND,1.743654236
2011,HND,1.774509297
2012,HND,1.812075429
2013,HND,1.827677989
2014,HND,1.849069693
2015,HND,1.885646734
2016,HND,1.924620022
2017,HND,1.983024173
2018,HND,2.024362663
2019,HND,2.04343615
2020,HND,1.830301872
2021,HND,2.028335649
1960,HTI,1
1961,HTI,0.952659434
1962,HTI,1.008874621
1963,HTI,0.972309577
1964,HTI,0.939408265
1965,HTI,0.942203312
1966,HTI,0.919862868
1967,HTI,0.88418061
1968,HTI,0.895882582
1969,HTI,0.913313474
1970,HTI,0.902730476
1971,HTI,0.943965921
1972,HTI,0.936162117
1973,HTI,0.96329334
1974,HTI,1.00075266
1975,HTI,0.993443877
1976,HTI,1.057108232
1977,HTI,1.075409088
1978,HTI,1.120121662
1979,HTI,1.181358279
1980,HTI,1.243712327
1981,HTI,1.184421174
1982,HTI,1.119380151
1983,HTI,1.106936356
1984,HTI,1.088099277
1985,HTI,1.072652009
1986,HTI,1.045624979
1987,HTI,1.01608816
1988,HTI,0.997193617
1989,HTI,0.948276161
1990,HTI,0.938589544
1991,HTI,0.937196142
1992,HTI,0.870223749
1993,HTI,0.807299999
1994,HTI,0.69751489
1995,HTI,0.75235962
1996,HTI,0.769066428
1997,HTI,0.775439709
1998,HTI,0.778034394
1999,HTI,0.784709224
2000,HTI,0.777213261
2001,HTI,0.760762924
2002,HTI,0.755467524
2003,HTI,0.768394673
2004,HTI,0.745640185
2005,HTI,0.755861057
2006,HTI,0.75641401
2007,HTI,0.779022753
2008,HTI,0.786832111
2009,HTI,0.819874251
2010,HTI,0.764718012
2011,HTI,0.794708019
2012,HTI,0.786514967
2013,HTI,0.808322133
2014,HTI,0.810280072
2015,HTI,0.819163166
2016,HTI,0.822326456
2017,HTI,0.831353403
2018,HTI,0.833792211
2019,HTI,0.80887418
2020,HTI,0.771709951
2021,HTI,0.748513868
1960,IDN,1
1961,IDN,1.029066067
1962,IDN,1.019632341
1963,IDN,0.969638047
1964,IDN,0.976267582
1965,IDN,0.962606227
1966,IDN,0.966514146
1967,IDN,0.954961868
1968,IDN,1.031266756
1969,IDN,1.072050997
1970,IDN,1.122228834
1971,IDN,1.169403395
1972,IDN,1.219179197
1973,IDN,1.284110225
1974,IDN,1.342177062
1975,IDN,1.382136339
1976,IDN,1.443594508
1977,IDN,1.525029304
1978,IDN,1.590693967
1979,IDN,1.663770791
1980,IDN,1.787116579
1981,IDN,1.883317566
1982,IDN,1.881696183
1983,IDN,1.92034297
1984,IDN,2.00697526
1985,IDN,2.013495135
1986,IDN,2.087557809
1987,IDN,2.150160388
1988,IDN,2.22885243
1989,IDN,2.35871826
1990,IDN,2.484542384
1991,IDN,2.607072653
1992,IDN,2.729389713
1993,IDN,2.858510908
1994,IDN,3.023715546
1995,IDN,3.219225452
1996,IDN,3.41517518
1997,IDN,3.518819875
1998,IDN,3.009447773
1999,IDN,2.988095713
2000,IDN,3.09007088
2001,IDN,3.157812866
2002,IDN,3.254882997
2003,IDN,3.365148662
2004,IDN,3.489728833
2005,IDN,3.642174798
2006,IDN,3.792925704
2007,IDN,3.981018726
2008,IDN,4.165824526
2009,IDN,4.303584342
2010,IDN,4.514577401
2011,IDN,4.733304419
2012,IDN,4.956086996
2013,IDN,5.168444344
2014,IDN,5.364645767
2015,IDN,5.564089642
2016,IDN,5.782574644
2017,IDN,6.014896844
2018,IDN,6.265296054
2019,IDN,6.518359861
2020,IDN,6.33033181
2021,IDN,6.518556325
1960,IND,1
1961,IND,1.013595745
1962,IND,1.019464181
1963,IND,1.055909017
1964,IND,1.108794066
1965,IND,1.055704915
1966,IND,1.032658857
1967,IND,1.090021592
1968,IND,1.1027719
1969,IND,1.149288263
1970,IND,1.182141337
1971,IND,1.175217466
1972,IND,1.142970438
1973,IND,1.154355973
1974,IND,1.141957857
1975,IND,1.218854795
1976,IND,1.212052829
1977,IND,1.271590024
1978,IND,1.314809799
1979,IND,1.218539543
1980,IND,1.271538386
1981,IND,1.317579046
1982,IND,1.332897117
1983,IND,1.398112214
1984,IND,1.419054648
1985,IND,1.460408832
1986,IND,1.496342268
1987,IND,1.521659812
1988,IND,1.632119624
1989,IND,1.692081456
1990,IND,1.747883833
1991,IND,1.729616604
1992,IND,1.786985668
1993,IND,1.833938106
1994,IND,1.916926259
1995,IND,2.021455211
1996,IND,2.13205121
1997,IND,2.17622461
1998,IND,2.267602565
1999,IND,2.422963577
2000,IND,2.470597889
2001,IND,2.543364887
2002,IND,2.593619437
2003,IND,2.749665083
2004,IND,2.918291214
2005,IND,3.099400689
2006,IND,3.298569563
2007,IND,3.499572048
2008,IND,3.55664239
2009,IND,3.783261307
2010,IND,4.048588027
2011,IND,4.203166079
2012,IND,4.373849237
2013,IND,4.5931808
2014,IND,4.872730062
2015,IND,5.200229545
2016,IND,5.563257034
2017,IND,5.87303774
2018,IND,6.184450202
2019,IND,6.350175945
2020,IND,5.874925826
2021,IND,6.334242154
1960,IRN,1
1961,IRN,1.074040455
1962,IRN,1.127127801
1963,IRN,1.17257427
1964,IRN,1.235330492
1965,IRN,1.403671024
1966,IRN,1.520039528
1967,IRN,1.643548018
1968,IRN,1.828377558
1969,IRN,2.053373339
1970,IRN,2.213225728
1971,IRN,2.445640614
1972,IRN,2.722314428
1973,IRN,2.842735937
1974,IRN,2.921491609
1975,IRN,2.826753088
1976,IRN,3.245719482
1977,IRN,3.062008469
1978,IRN,2.585986042
1979,IRN,2.201055242
1980,IRN,1.666696961
1981,IRN,1.495810635
1982,IRN,1.754676233
1983,IRN,1.881566369
1984,IRN,1.685941422
1985,IRN,1.657920519
1986,IRN,1.445329379
1987,IRN,1.396359024
1988,IRN,1.271912827
1989,IRN,1.311335136
1990,IRN,1.43223781
1991,IRN,1.553195643
1992,IRN,1.56709717
1993,IRN,1.534137799
1994,IRN,1.502293369
1995,IRN,1.517891485
1996,IRN,1.593226747
1997,IRN,1.59194333
1998,IRN,1.59993835
1999,IRN,1.606331068
2000,IRN,1.672483047
2001,IRN,1.683456538
2002,IRN,1.801833164
2003,IRN,1.939420819
2004,IRN,1.991092334
2005,IRN,2.021789205
2006,IRN,2.090315711
2007,IRN,2.228171048
2008,IRN,2.203325181
2009,IRN,2.195448633
2010,IRN,2.290346275
2011,IRN,2.32109895
2012,IRN,2.205765644
2013,IRN,2.140785502
2014,IRN,2.205260915
2015,IRN,2.125222797
2016,IRN,2.270496128
2017,IRN,2.300028584
2018,IRN,2.218976859
2019,IRN,2.136370849
2020,IRN,2.189158271
2021,IRN,2.275970846
1960,ITA,1
1961,ITA,1.074864188
1962,ITA,1.133847122
1963,ITA,1.188748595
1964,ITA,1.211994962
1965,ITA,1.24110764
1966,ITA,1.305200466
1967,ITA,1.388807399
1968,ITA,1.470380316
1969,ITA,1.551239169
1970,ITA,1.624355597
1971,ITA,1.64619149
1972,ITA,1.697280875
1973,ITA,1.805937503
1974,ITA,1.892839465
1975,ITA,1.842240385
1976,ITA,1.963686761
1977,ITA,2.005431355
1978,ITA,2.063046121
1979,ITA,2.179674739
1980,ITA,2.249798584
1981,ITA,2.266069857
1982,ITA,2.273756932
1983,ITA,2.299507028
1984,ITA,2.373155248
1985,ITA,2.438853238
1986,ITA,2.508467057
1987,ITA,2.588272188
1988,ITA,2.695531278
1989,ITA,2.784776597
1990,ITA,2.837699601
1991,ITA,2.879362014
1992,ITA,2.901412387
1993,ITA,2.874910836
1994,ITA,2.936152632
1995,ITA,3.020866577
1996,ITA,3.058274825
1997,ITA,3.112600527
1998,ITA,3.168046039
1999,ITA,3.219008328
2000,ITA,3.339397518
2001,ITA,3.402649848
2002,ITA,3.406214447
2003,ITA,3.395808162
2004,ITA,3.421932714
2005,ITA,3.433008013
2006,ITA,3.483993585
2007,ITA,3.517994649
2008,ITA,3.461145944
2009,ITA,3.263462304
2010,ITA,3.309180648
2011,ITA,3.326861184
2012,ITA,3.219002344
2013,ITA,3.123320596
2014,ITA,3.094654327
2015,ITA,3.121747326
2016,ITA,3.167502478
2017,ITA,3.225161598
2018,ITA,3.26121299
2019,ITA,3.314974197
2020,ITA,3.030025291
2021,ITA,3.252177634
1960,JPN,1
1961,JPN,1.11044073
1962,JPN,1.198184586
1963,JPN,1.286608896
1964,JPN,1.421970342
1965,JPN,1.488610272
1966,JPN,1.631998567
1967,JPN,1.794200203
1968,JPN,2.002640123
1969,JPN,2.225907607
1970,JPN,2.254439598
1971,JPN,2.30914701
1972,JPN,2.46860515
1973,JPN,2.629632846
1974,JPN,2.563107364
1975,JPN,2.608931511
1976,JPN,2.683723788
1977,JPN,2.77455927
1978,JPN,2.894372511
1979,JPN,3.027362222
1980,JPN,3.088224792
1981,JPN,3.196432677
1982,JPN,3.278447239
1983,JPN,3.373911211
1984,JPN,3.499965813
1985,JPN,3.657591345
1986,JPN,3.75801473
1987,JPN,3.913808139
1988,JPN,4.157197243
1989,JPN,4.344569196
1990,JPN,4.539799417
1991,JPN,4.68132742
1992,JPN,4.70598608
1993,JPN,4.669214623
1994,JPN,4.706641165
1995,JPN,4.819154343
1996,JPN,4.958916625
1997,JPN,4.995657534
1998,JPN,4.918812128
1999,JPN,4.893443817
2000,JPN,5.020325486
2001,JPN,5.027580443
2002,JPN,5.018008331
2003,JPN,5.084150296
2004,JPN,5.193547144
2005,JPN,5.286737027
2006,JPN,5.355894271
2007,JPN,5.429131965
2008,JPN,5.360067437
2009,JPN,5.055537761
2010,JPN,5.261764422
2011,JPN,5.272774759
2012,JPN,5.353806058
2013,JPN,5.469039831
2014,JPN,5.492522855
2015,JPN,5.584163683
2016,JPN,5.629136461
2017,JPN,5.72813112
2018,JPN,5.76890225
2019,JPN,5.763126136
2020,JPN,5.519602052
2021,JPN,5.636933459
1960,KEN,1
1961,KEN,0.88832754
1962,KEN,0.935589513
1963,KEN,0.978679356
1964,KEN,0.987504363
1965,KEN,0.967785175
1966,KEN,1.066672616
1967,KEN,1.05946029
1968,KEN,1.099538442
1969,KEN,1.141281596
1970,KEN,1.047031686
1971,KEN,1.233467966
1972,KEN,1.394431599
1973,KEN,1.426026914
1974,KEN,1.434153402
1975,KEN,1.399331631
1976,KEN,1.383822113
1977,KEN,1.465283311
1978,KEN,1.51360815
1979,KEN,1.573273304
1980,KEN,1.603110545
1981,KEN,1.604255653
1982,KEN,1.569920323
1983,KEN,1.532556944
1984,KEN,1.502600999
1985,KEN,1.510905476
1986,KEN,1.562426278
1987,KEN,1.598023133
1988,KEN,1.638762419
1989,KEN,1.657256819
1990,KEN,1.668994007
1991,KEN,1.63949053
1992,KEN,1.577735459
1993,KEN,1.537408013
1994,KEN,1.533089896
1995,KEN,1.556299062
1996,KEN,1.577557087
1997,KEN,1.54321977
1998,KEN,1.551701142
1999,KEN,1.543621543
2000,KEN,1.508258814
2001,KEN,1.51857106
2002,KEN,1.48125159
2003,KEN,1.480109359
2004,KEN,1.50984021
2005,KEN,1.552126658
2006,KEN,1.604152233
2007,KEN,1.663959147
2008,KEN,1.618875016
2009,KEN,1.623621135
2010,KEN,1.705717767
2011,KEN,1.746082208
2012,KEN,1.780312421
2013,KEN,1.803924572
2014,KEN,1.851515528
2015,KEN,1.901197567
2016,KEN,1.938150538
2017,KEN,1.969221933
2018,KEN,2.038579592
2019,KEN,2.100857339
2020,KEN,2.053906986
2021,KEN,2.165818407
1960,KOR,1
1961,KOR,1.038095548
1962,KOR,1.048130219
1963,KOR,1.11129501
1964,KOR,1.185171341
1965,KOR,1.239981041
1966,KOR,1.354221757
1967,KOR,1.443086999
1968,KOR,1.595623536
1969,KOR,1.78705801
1970,KOR,1.924215651
1971,KOR,2.085611988
1972,KOR,2.194517827
1973,KOR,2.477269206
1974,KOR,2.666834574
1975,KOR,2.82794432
1976,KOR,3.151126169
1977,KOR,3.485088871
1978,KOR,3.808509674
1979,KOR,4.076448207
1980,KOR,3.947362561
1981,KOR,4.167858392
1982,KOR,4.446130414
1983,KOR,4.967084466
1984,KOR,5.423847409
1985,KOR,5.791710603
1986,KOR,6.383933395
1987,KOR,7.12566127
1988,KOR,7.902108607
1989,KOR,8.37774151
1990,KOR,9.115018743
1991,KOR,9.997990511
1992,KOR,10.50796618
1993,KOR,11.11714298
1994,KOR,12.0259432
1995,KOR,13.05021119
1996,KOR,13.94645069
1997,KOR,14.6688252
1998,KOR,13.81629954
1999,KOR,15.29152809
2000,KOR,16.53819892
2001,KOR,17.20816242
2002,KOR,18.4306876
2003,KOR,18.91247312
2004,KOR,19.81673257
2005,KOR,20.62677028
2006,KOR,21.59889504
2007,KOR,22.73637086
2008,KOR,23.24424506
2009,KOR,23.30822925
2010,KOR,24.77059219
2011,KOR,25.48681207
2012,KOR,25.9622939
2013,KOR,26.66227654
2014,KOR,27.34382285
2015,KOR,27.96409817
2016,KOR,28.6741471
2017,KOR,29.49715159
2018,KOR,30.22344409
2019,KOR,30.79433914
2020,KOR,30.53375368
2021,KOR,31.85562322
1960,LSO,1
1961,LSO,0.9877804
1962,LSO,1.104691779
1963,LSO,1.185020763
1964,LSO,1.244236546
1965,LSO,1.232614403
1966,LSO,1.189424389
1967,LSO,1.274593478
1968,LSO,1.224515376
1969,LSO,1.199515733
1970,LSO,1.183032173
1971,LSO,1.20082425
1972,LSO,1.157582811
1973,LSO,1.413777604
1974,LSO,1.515964995
1975,LSO,1.267108729
1976,LSO,1.361984008
1977,LSO,1.610371783
1978,LSO,1.852701868
1979,LSO,1.853811964
1980,LSO,1.753291992
1981,LSO,1.71689286
1982,LSO,1.744139003
1983,LSO,1.73004082
1984,LSO,1.775969026
1985,LSO,1.773372342
1986,LSO,1.808250087
1987,LSO,1.779476674
1988,LSO,1.893761876
1989,LSO,1.965689041
1990,LSO,2.047554297
1991,LSO,2.153671875
1992,LSO,2.267548162
1993,LSO,2.313559008
1994,LSO,2.419614203
1995,LSO,2.468956621
1996,LSO,2.579115935
1997,LSO,2.650933533
1998,LSO,2.673991866
1999,LSO,2.675129099
2000,LSO,2.772705493
2001,LSO,2.87024704
2002,LSO,2.893829227
2003,LSO,3.03261927
2004,LSO,3.095819244
2005,LSO,3.216018112
2006,LSO,3.35315077
2007,LSO,3.481803224
2008,LSO,3.652800443
2009,LSO,3.581527388
2010,LSO,3.744833023
2011,LSO,3.888924711
2012,LSO,4.100984808
2013,LSO,4.135807556
2014,LSO,4.163782992
2015,LSO,4.246823751
2016,LSO,4.347910048
2017,LSO,4.159573959
2018,LSO,4.110660229
2019,LSO,4.097180927
2020,LSO,3.707499837
2021,LSO,3.712412026
1960,LUX,1
1961,LUX,1.028878467
1962,LUX,1.030161245
1963,LUX,1.054575337
1964,LUX,1.124858323
1965,LUX,1.103960237
1966,LUX,1.108162795
1967,LUX,1.106917841
1968,LUX,1.150294003
1969,LUX,1.25882669
1970,LUX,1.391596674
1971,LUX,1.415153541
1972,LUX,1.490339666
1973,LUX,1.59649297
1974,LUX,1.642189486
1975,LUX,1.517605157
1976,LUX,1.548383733
1977,LUX,1.569961011
1978,LUX,1.63100719
1979,LUX,1.665358585
1980,LUX,1.67339472
1981,LUX,1.659276742
1982,LUX,1.676670951
1983,LUX,1.726329801
1984,LUX,1.831253506
1985,LUX,1.878742383
1986,LUX,2.057064691
1987,LUX,2.124525384
1988,LUX,2.287669941
1989,LUX,2.48750513
1990,LUX,2.587249365
1991,LUX,2.773490084
1992,LUX,2.786694032
1993,LUX,2.865034169
1994,LUX,2.934271416
1995,LUX,2.934779043
1996,LUX,2.935578809
1997,LUX,3.056132484
1998,LUX,3.21981397
1999,LUX,3.436313193
2000,LUX,3.625668118
2001,LUX,3.692908841
2002,LUX,3.772291975
2003,LUX,3.824345581
2004,LUX,3.929931486
2005,LUX,3.966352746
2006,LUX,4.138457087
2007,LUX,4.405057791
2008,LUX,4.314028421
2009,LUX,4.09771169
2010,LUX,4.174894028
2011,LUX,4.125763964
2012,LUX,4.094318076
2013,LUX,4.127672533
2014,LUX,4.137272031
2015,LUX,4.132494462
2016,LUX,4.245716207
2017,LUX,4.198329218
2018,LUX,4.168339464
2019,LUX,4.182141925
2020,LUX,4.080231103
2021,LUX,4.223801663
1960,MDG,1
1961,MDG,0.994436895
1962,MDG,0.990967575
1963,MDG,0.956492375
1964,MDG,0.96864683
1965,MDG,0.939172279
1966,MDG,0.933371328
1967,MDG,0.958640581
1968,MDG,0.996176499
1969,MDG,1.004445781
1970,MDG,1.027276825
1971,MDG,1.036316565
1972,MDG,0.992564881
1973,MDG,0.937655574
1974,MDG,0.927955564
1975,MDG,0.911775401
1976,MDG,0.857760181
1977,MDG,0.852329631
1978,MDG,0.805485305
1979,MDG,0.859273944
1980,MDG,0.842655255
1981,MDG,0.738682046
1982,MDG,0.704472328
1983,MDG,0.691174333
1984,MDG,0.68403239
1985,MDG,0.672944592
1986,MDG,0.667299469
1987,MDG,0.65641233
1988,MDG,0.659619604
1989,MDG,0.666864796
1990,MDG,0.667703541
1991,MDG,0.607076215
1992,MDG,0.595847818
1993,MDG,0.589821769
1994,MDG,0.571318555
1995,MDG,0.562771753
1996,MDG,0.556893578
1997,MDG,0.559432007
1998,MDG,0.56335218
1999,MDG,0.571829742
2000,MDG,0.579430805
2001,MDG,0.595955726
2002,MDG,0.506776718
2003,MDG,0.540280843
2004,MDG,0.552279116
2005,MDG,0.561876952
2006,MDG,0.575128591
2007,MDG,0.590437067
2008,MDG,0.611990952
2009,MDG,0.57084775
2010,MDG,0.558154802
2011,MDG,0.551309133
2012,MDG,0.552625918
2013,MDG,0.550434841
2014,MDG,0.554066011
2015,MDG,0.556821314
2016,MDG,0.56427351
2017,MDG,0.571506963
2018,MDG,0.574890666
2019,MDG,0.585281999
2020,MDG,0.530180451
2021,MDG,0.540303291
1960,MEX,1
1961,MEX,1.017151508
1962,MEX,1.030360708
1963,MEX,1.077705697
1964,MEX,1.166571009
1965,MEX,1.208349871
1966,MEX,1.240156166
1967,MEX,1.270312094
1968,MEX,1.345420986
1969,MEX,1.347313343
1970,MEX,1.389984668
1971,MEX,1.397584392
1972,MEX,1.466096575
1973,MEX,1.533108279
1974,MEX,1.572758239
