LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM,LAD25CD,LAD25NM,CAUTH25CD,CAUTH25NM,n_oas
E01013386,York 010E,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013421,York 011A,E02002782,York 011,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013422,York 011B,E02002782,York 011,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013426,York 011C,E02002782,York 011,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013427,York 011D,E02002782,York 011,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013335,York 012A,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013336,York 012B,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013337,York 012C,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013338,York 012D,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013339,York 012E,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013392,York 012F,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013366,York 013A,E02002784,York 013,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013369,York 013C,E02002784,York 013,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013416,York 013E,E02002784,York 013,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01033067,York 013F,E02002784,York 013,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01033068,York 013G,E02002784,York 013,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01033069,York 013H,E02002784,York 013,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01033070,York 013I,E02002784,York 013,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,8
E01013381,York 014A,E02002785,York 014,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013402,York 014B,E02002785,York 014,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013419,York 014C,E02002785,York 014,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,8
E01013420,York 014D,E02002785,York 014,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013384,York 015A,E02002786,York 015,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013398,York 015B,E02002786,York 015,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013399,York 015C,E02002786,York 015,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013400,York 015D,E02002786,York 015,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013401,York 015E,E02002786,York 015,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013403,York 015F,E02002786,York 015,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013393,York 016A,E02002787,York 016,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013394,York 016B,E02002787,York 016,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013395,York 016C,E02002787,York 016,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013396,York 016D,E02002787,York 016,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013441,York 016E,E02002787,York 016,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013445,York 016F,E02002787,York 016,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013390,York 017A,E02002788,York 017,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013391,York 017B,E02002788,York 017,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,9
E01013397,York 017C,E02002788,York 017,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013413,York 017D,E02002788,York 017,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013417,York 017E,E02002788,York 017,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013442,York 018A,E02002789,York 018,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013443,York 018B,E02002789,York 018,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013444,York 018C,E02002789,York 018,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013446,York 018D,E02002789,York 018,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013447,York 018E,E02002789,York 018,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013448,York 018F,E02002789,York 018,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013360,York 019A,E02002790,York 019,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013361,York 019B,E02002790,York 019,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013362,York 019C,E02002790,York 019,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013363,York 019D,E02002790,York 019,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,8
E01013364,York 019E,E02002790,York 019,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013418,York 019F,E02002790,York 019,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013351,York 020A,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013352,York 020B,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013451,York 020C,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013452,York 020D,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013357,York 021A,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013358,York 021B,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013412,York 021C,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,9
E01013414,York 021D,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013353,York 022A,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013354,York 022B,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013355,York 022C,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013356,York 022D,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013359,York 022E,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013449,York 022F,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013378,York 023B,E02002794,York 023,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013450,York 023C,E02002794,York 023,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01034761,York 023D,E02002794,York 023,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01034762,York 023E,E02002794,York 023,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013340,York 024A,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013341,York 024B,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013342,York 024C,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013423,York 024D,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013424,York 024E,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013425,York 024F,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
